,epoch 0,epoch 1,epoch 2,epoch 3,epoch 4,epoch 5,epoch 6,epoch 7,epoch 8,epoch 9
fold 0,18.293902032655783,52.14928357214262,66.377874041986,74.34188603798734,79.87337554148617,84.6384538487171,86.93768743752082,88.60379873375541,89.93668777074308,90.46984338553816
fold 1,90.56981006331223,91.26957680773076,92.16927690769744,92.96901032989004,93.1356214595135,93.1356214595135,93.80206597800733,93.9353548817061,94.36854381872709,94.16861046317894
fold 2,93.60213262245918,93.90203265578141,93.83538820393203,93.86871042985672,94.36854381872709,94.66844385204932,94.76841052982338,95.10163278907031,95.10163278907031,95.40153282239253
fold 3,94.73508830389869,95.83472175941353,95.10163278907031,95.70143285571476,93.23558813728758,95.56814395201599,96.00133288903699,95.86804398533822,95.90136621126291,96.26791069643453
fold 4,94.93333333333334,95.16666666666667,95.56666666666666,95.46666666666667,95.53333333333333,96.1,96.03333333333333,95.7,96.03333333333333,96.43333333333334
fold 5,95.8,96.23333333333333,96.53333333333333,96.76666666666667,96.73333333333333,96.83333333333334,96.36666666666667,97.13333333333334,97.23333333333333,97.36666666666667
fold 6,95.86666666666666,96.26666666666667,96.73333333333333,96.43333333333334,97.13333333333334,96.93333333333334,97.0,97.2,97.3,97.5
fold 7,95.93333333333334,96.33333333333334,96.6,96.73333333333333,96.73333333333333,97.13333333333334,97.23333333333333,97.33333333333334,97.5,96.89999999999999
fold 8,96.33333333333334,96.7,97.03333333333333,97.1,97.43333333333334,97.6,97.5,97.83333333333334,97.73333333333333,97.96666666666667
fold 9,96.8,97.6,97.23333333333333,97.7,97.76666666666667,97.8,97.56666666666666,97.96666666666667,97.73333333333333,98.06666666666666
fold 10,97.16666666666667,97.5,97.56666666666666,97.66666666666667,97.89999999999999,98.0,98.2,98.3,98.13333333333333,98.36666666666667
fold 11,97.0,97.3,97.76666666666667,97.7,98.06666666666666,98.2,98.16666666666667,98.1,98.13333333333333,98.33333333333333
fold 12,97.16666666666667,97.63333333333334,98.16666666666667,98.06666666666666,98.13333333333333,97.96666666666667,98.36666666666667,97.96666666666667,98.66666666666667,98.36666666666667
fold 13,97.7,98.23333333333333,97.89999999999999,98.2,97.93333333333332,98.6,98.63333333333333,98.4,98.73333333333333,98.9
fold 14,97.43333333333334,98.23333333333333,98.33333333333333,98.26666666666667,98.53333333333333,98.36666666666667,98.2,98.53333333333333,98.73333333333333,98.83333333333333
fold 15,97.73333333333333,98.06666666666666,98.43333333333332,98.33333333333333,98.46666666666667,98.3,98.43333333333332,98.8,98.36666666666667,98.96666666666667
fold 16,97.4324774924975,98.06602200733577,97.93264421473825,98.39946648882962,98.5995331777259,98.79959986662222,98.432810936979,98.93297765921974,98.9996665555185,98.73291097032345
fold 17,97.96598866288763,98.1993997999333,98.26608869623207,98.83294431477158,98.96632210736912,99.13304434811604,99.0330110036679,99.23307769256418,98.9996665555185,98.89963321107035
fold 18,98.09936645548515,98.13271090363455,98.46615538512837,98.56618872957652,98.86628876292097,99.16638879626542,98.96632210736912,98.93297765921974,99.13304434811604,99.53317772590864
fold 19,97.86595531843948,98.33277759253085,98.79959986662222,98.9996665555185,99.13304434811604,98.93297765921974,98.83294431477158,99.09969989996665,99.16638879626542,99.29976658886297
