,weight 1400,weight 1401,weight 1402,weight 1403,weight 1404,weight 1405,weight 1406,weight 1407,weight 1414,weight 1415,weight 1416,weight 1417,weight 1418,weight 1419,weight 1420,weight 1421,weight 1422,weight 1423,weight 1424,weight 1425,weight 1426,weight 1427,weight 1428,weight 1429,weight 1430,weight 1431,weight 1432,weight 1433,weight 1434,weight 1435,weight 1436,weight 1437,weight 1438,weight 1439,weight 1440,weight 1441,weight 1442,weight 1443,weight 1444,weight 1445,weight 1446,weight 1447,weight 1448,weight 1449,weight 1450,weight 1451,weight 1452,weight 1453,weight 1454,weight 1455,weight 1456,weight 1457,weight 1458,weight 1459,weight 1460,weight 1461,weight 1462,weight 1463,weight 1464,weight 1465,weight 1466,weight 1467,weight 1468,weight 1469,weight 1470,weight 1471,weight 1472,weight 1473,weight 1474,weight 1475,weight 1476,weight 1477,weight 1478,weight 1479,weight 1480,weight 1481,weight 1482,weight 1483,weight 1484,weight 1485,weight 1486,weight 1487,weight 1488,weight 1489,weight 1490,weight 1491,weight 1492,weight 1493,weight 1494,weight 1495
weight 1416,-0.015052756799827335,-0.028252503611216246,0.0591550348004579,-0.007580458081776259,-0.059441131607750795,-0.055658201785273004,0.008043848080078743,0.08568839914030034,0.34167858220083225,0.24886535182694308,1.0,0.348858845564061,-0.05880143646923837,-0.09810436065361645,-0.06066159681988784,-0.08069075101679832,-0.030939794120624146,-0.03081668196705719,-0.10446137112366038,-0.0832357697528101,-0.010084784130302808,-0.036758145665656376,-0.05889857150727909,-0.10431711667943375,0.01198016191839806,-0.025991938749630874,-0.07752380292247883,-0.05427970055052743,-0.034806528787541854,-0.07211223472981215,-0.09181015320936083,-0.029035317164017208,-0.06122861951330396,-0.05689951938657352,-0.10763358858051221,-0.12659079387061406,0.023827454912455918,0.06647737879930184,0.0598596287594601,0.1092689768061272,-0.10498964681277813,-0.03958855279381289,0.10105458658909917,0.050244059569122174,0.002503081856971281,-0.04917361997731044,0.0854360079032431,-0.0572348713181967,-0.02612056176379367,-0.09067557793252126,-0.0635297629220742,-0.03631989597900847,-0.021146634477382995,-0.07553913415531847,0.04004602236196837,0.04002379091165956,-0.03911826113346887,-0.09133158730800704,-0.07718415040793077,-0.012649987193616048,-0.05154722081679236,-0.08618440497886205,-0.04014054134443947,-0.12435715394830102,0.02228991378935602,0.01887700559683338,-0.0387606748960174,-0.03474203552290128,-0.10917631418188398,-0.047681736005094136,0.024954658533520465,0.0260594802082761,0.03886346259645418,0.09383948750310953,0.12840224862085226,0.13308108319073825,0.021556513446938517,0.01727643440006988,0.07928421532701595,-0.03724431672879199,0.02044803687317689,-0.019052977887980674,-0.055503461367957335,-0.08555818088995693,0.027975734213849666,0.03649548230285388,-0.010985502765101372,0.042097491602933496,0.05774331079401304,-0.08292197857540914
weight 1417,0.022823743471309152,0.004140335935551277,0.04629710568977389,0.0023297674378790455,0.017839706054374255,-0.007338170682602123,0.005105575376876308,-0.010495628108849563,-0.043302028244375165,0.1725265865199021,0.348858845564061,1.0,-0.07024492502236349,-0.11883275020514783,-0.030819267012356794,-0.10476955146476809,-0.04829556751459297,0.04660006186462869,-0.01895254999005118,-0.01067677444974466,-0.009964554774779708,-0.06668508922782175,-0.06433439240822288,-0.06029929939423025,0.039326282961185,-0.11184420254624285,-0.045588031607632654,-0.06290164899494556,-0.022138719024854706,-0.12554850086782504,-0.006037367457528685,-0.05512066117872538,-0.031890286772968866,-0.019606520331518953,0.010258570365624088,-0.03945495393234991,-0.014857924938258344,-0.0073757789426232845,0.0006299736697168208,0.05057131772619831,-0.048040233131464875,0.03137361584804403,0.001108105786473366,-0.008741906330184674,0.023009239285996054,0.029360044945780837,0.09958941703971858,-0.026899077737476514,-0.033119485479044,0.026163257147557458,-0.022815064244866616,0.03096381684001381,-0.0038585584022163546,-0.04845408143367668,-0.0005327926857746705,0.06128089479895327,-0.03824830759415079,-0.12341104715851392,-0.11823809123142634,-0.10567109173204463,0.021861227909596787,-0.039934841116997445,0.04399749088798175,-0.041889175636435155,0.04706990423248434,0.05937091251290433,0.05448864647932545,-0.03718097098164318,0.026614790032534603,0.09150574947764603,0.0019490196783618343,-0.070654716177068,0.054012138664619104,0.028799567898773696,0.06461186002271872,0.09214637609205856,0.12429840324149682,0.010510697288557722,0.11173204793703809,0.02869619472352309,0.048167839668013655,-0.01848521750786627,-0.06320136093811594,0.04022626955096153,-0.007526719588179147,-0.09758387089040912,0.010286829558718635,-0.03615115759376969,0.11922066024750474,0.06133899794942468
weight 1418,-0.017298324491427798,-0.03879101825637911,-0.05440714029886811,-0.05535859397021166,-0.008640829494714557,-0.04936472693694455,-0.07393967300772114,-0.15228148224661445,0.07503631765648176,0.017094178385872173,-0.05880143646923837,-0.07024492502236349,1.0,0.4841480329946874,0.1870476067032261,-0.039286865022921995,-0.09728532822438345,-0.05439665397725565,-0.026159267958976495,-0.014108292090657549,-0.01645589304821327,-0.07957033767223201,-0.006420171314883942,-0.09551343037999961,-0.0063795577442379205,-0.06114340290733189,-0.006404986392290643,-0.05300729719125919,-0.06349626979112,-0.05090234086632759,-0.058674837108274494,-0.022376837035427744,-0.013974033539025772,-0.04453212127907618,-0.05068640968761869,0.0038549427827552244,-0.10833689165281278,-0.005463511504612693,-0.09981018898190858,-0.003863707114050165,-0.015697288802782955,-0.030043414812214817,0.015586711172056693,-0.008927901197755602,-0.043070114099876024,0.015437425595063227,0.03471766334187651,0.040012357745200997,0.06379387796501582,0.10939487337199437,0.08753964537370684,0.02493504797447546,0.03765244697306015,0.08273152024193003,0.027160087163855175,-0.028645338989616815,0.04168897307769411,0.04060666547468354,-0.0019288017985078561,0.04455087599315949,-0.03515375672564897,-0.020368288780883315,-0.0952327155412607,0.0010709872083846587,0.04193059094600514,0.00011694882553984835,-0.030623892083414102,0.01921335394373733,0.07683497938699076,0.0052034341761864975,0.12759523842822748,0.06627115961469804,-0.10012921885412386,-0.08130050190655516,-0.12845032758414773,-0.13282270706859567,-0.04407931248567043,-0.10535444935079763,0.024364128715833863,-0.003612595488992709,0.015221379728390041,0.09077966785222277,0.02547221099842949,0.06964814967825465,-0.06185948316765671,0.010626644820040086,-0.04127729235449583,-0.07975295002322896,0.00046213683592075355,-0.0021687668509891437
weight 1419,-0.03140015196412369,0.008897476667252628,-0.012389970793754168,-0.06395816165764939,0.01985419233483113,-0.0434886685750874,-0.021764991949982146,-0.042598674745790065,0.01675920946001029,-0.04477825372677194,-0.09810436065361645,-0.11883275020514783,0.4841480329946874,1.0,0.14554942422409287,0.13656997480085054,-0.1442959220346868,-0.07414399914214502,0.011299621202775684,0.011768821312091171,0.030434373352120247,0.015549828361471278,0.0169047514424546,-0.0360202948800044,0.004674397866372552,0.026480532622721775,0.013053739496982672,-0.014086276056029566,-0.1423588318772735,-0.051206000223223656,-0.08779400275048335,0.03738169042633877,0.02999461138381139,-0.004313820515762642,0.01472559408993686,-0.04199026057414286,-0.12497498365511184,0.0070183240782567624,-0.07961690333205092,-0.03516247939108212,0.08011686461405118,0.007930145404579259,0.05952787351826841,0.07031289668310398,-0.026696131007231193,0.04013075192858753,0.040391513268829345,0.05619579004312529,0.00196695202456772,0.04353294295989454,0.06419716913924634,0.029934368214380867,0.06349320270529907,0.03228664767525038,-0.04105359843594706,-0.07087817076624572,0.03885469260629636,0.07968329773109915,0.0166016855911812,0.020114605293439707,-0.06863609576761592,-0.026277153506670727,-0.12711414288499212,-0.049464586312006044,0.007795896561457653,-0.0865904586116725,-0.13420869321871534,-0.07344798393081921,0.06203387404403545,-0.011154122692219114,0.07718733453436041,0.0336673805382395,-0.009502559077913272,0.027471845840291137,-0.023476788895284494,-0.009931939142463188,-0.05480295011631216,-0.057767251999992685,0.07147283159725253,-0.013488830948032942,0.07748391713154766,0.06449751468798616,0.042586404037942664,0.07738179505372497,-0.04542009692647459,-0.025358309568944918,0.008793014345123773,-0.08684143319214542,0.006290725912074744,0.0018638667665743893
weight 1420,0.0034761897227341375,-0.07640711177282872,-0.11965508839541518,-0.06843959026524367,-0.019200093907859175,-0.020999279400270663,-0.09727597054089052,-0.07165329796734182,-0.01950646295415469,-0.016539121027612177,-0.06066159681988784,-0.030819267012356794,0.1870476067032261,0.14554942422409287,1.0,0.4254359766804101,-0.03049094944142465,-0.1827930830317909,-0.04623597356881625,-0.024086181394425008,-0.03769748154424693,-0.12207202846304872,-0.11971910098957482,-0.14247341442173547,-0.02547733039584596,-0.023697875496488992,-0.009546113025646681,-0.00318040374056071,-0.002244329311723887,-0.09982632564288713,0.006431907995354913,0.04615389273717347,-0.039693235768567044,-0.050757245791932644,-0.03384776811467123,0.03074550752766564,-0.05473796795050873,0.027533292007975343,-0.05945810632166232,-0.004725822721592002,0.09463863783740628,-0.07131222041894456,-0.01130484110530678,-0.09899973438112826,0.00042691666277055437,0.029262745939228334,0.08481397704268363,0.08491468347630571,-0.01804301300795767,0.05286255809311854,-0.0659619556024043,0.030845719292988058,0.008525487901572034,0.013262196368142729,-0.03165402603929797,-0.005321525019725924,0.05170352142338164,0.05270154670488426,0.01711165343184964,-0.04206317885853124,-0.05680658197871413,-0.008503512236211323,-0.03222344748285701,0.036365935775977916,0.008973068797801836,0.007206982649782909,-0.05891492693911066,0.061634944019796696,0.017371041512395848,0.0450026887850715,0.0809882742136178,0.06421500473884387,-0.08155237728899778,-0.07438788981676184,-0.06953699035960931,0.017923904725218702,-0.09130358358840274,-0.046952452080972054,0.006794270131777767,0.043290100688408266,-0.02313929768743337,-0.0006719361380847416,0.004676937962192505,0.014510591553127783,-0.11269816873346478,-0.04277561013599808,-0.07779891427654728,-0.015943401612119743,-0.0597912914458895,-0.014850998974354193
weight 1421,-0.01685535126654222,-0.00739019406695818,-0.0548899866393779,-0.04239036149297583,-0.004372307827735554,-0.00748582418997455,-0.08763361283530721,-0.027595315026489316,-0.051512075431164414,-0.0645449725948135,-0.08069075101679832,-0.10476955146476809,-0.039286865022921995,0.13656997480085054,0.4254359766804101,1.0,0.04925970635647812,-0.10816622227525645,-0.042823912998606585,-0.03884294072677127,-0.004072955309015693,0.014314274617131707,-0.11648609611186381,-0.04539445455248645,-0.00944266893475806,0.08195396911052477,0.038579840020233104,0.06987860694838696,-0.07321423181322324,-0.06865236978189639,-0.029166049970632577,-0.03326025657840948,0.019410247471786785,-0.056209883351658,0.01941951231164982,-0.0076577976373001936,0.02801081425399667,-0.014741473588212161,-0.1236533175522994,-0.015194940873913093,0.04581719576264941,-0.06748259079961538,-0.06292955279502432,-0.10166239207209274,0.024089579617171286,0.020804561695373973,0.0778997217983362,0.09530662050806828,0.007545944005336173,0.03240344279185091,-0.016651534781731484,0.025654460952900048,-0.007315117905237937,0.005180942330012396,0.00915491894985078,0.03084532850528262,0.02347353405057576,0.1020416343052373,0.08766555373689812,0.09905826304182178,-0.01968768562441101,-0.04501347022516342,-0.030075550593329992,-0.05376926220163954,-0.026561548926765353,-0.02566697228741687,-0.11436510268938793,0.026296397063749664,0.05714686926714081,0.0529419198227873,-0.02701941251555738,0.025890596631480006,0.004307668135177173,0.012853492779864724,-0.04458865449415552,0.05754739088101326,-0.03712938965017117,-0.05016836787185633,0.049728482480681575,0.07504232248844289,-0.04017342556165563,-0.0420340300553639,-0.024438848778583325,0.0378351357727827,-0.04672217326910186,0.0064966240606252465,-0.011217145659073027,0.105148494568976,-0.025000849395959125,0.027649485555399762
weight 1422,-0.03043307725749746,-0.0036871730309598876,-0.03641522929263221,0.023406812995747574,0.017995685285740037,0.03907658101101706,-0.014168179030250057,-0.04335281171737116,-0.04128879277005057,-0.029707627826362992,-0.030939794120624146,-0.04829556751459297,-0.09728532822438345,-0.1442959220346868,-0.03049094944142465,0.04925970635647812,1.0,0.3705899902008754,0.2734990842816025,-0.0649539905786414,-0.026270890657752084,-0.11032013519772735,-0.06588534701998665,-0.10388861209985153,-0.016798294693657092,-0.0013250586594732113,-0.032048781596819745,-0.012363047531943167,-0.03968186207647111,-0.003563342468672853,-0.046687077565000026,-0.1054974617564593,0.055370923055965596,0.052306514879675386,0.05908878841697629,0.014042610289007657,0.012247396822720216,-0.0560144653489561,0.018987863410882353,0.016612036162702733,-0.12927482268513513,-0.09824885850363477,-0.03562053453622756,0.02551416096717068,-0.05275089531296249,-0.06411521137579156,-0.0007105145816058386,0.03142744545875387,0.0062250786880122646,0.010035013892762436,-0.026976090055899862,-0.07894118757685158,0.017536189992662956,-0.035557405578209356,-0.003589752972131924,0.032760260084009535,-0.047124426266944984,-0.0012514028114870123,0.07288660664571452,0.09291549356236081,0.11452428091698223,0.05164330435723514,0.0006423486610991204,-0.08791586450020085,-0.014899774797718037,-0.008811225973056098,-0.05444286990439422,0.021945380280422293,-0.03242036246384855,-0.03152335097583523,-0.06939100809354248,-0.043911773809777274,0.052633283931583216,0.04695573432825183,0.06946193493694358,0.01046764536714571,0.0763568174406214,0.11412931339886086,-0.04098742133112534,0.017481550539370547,-0.004192510716719017,-0.019268848195992633,-0.020389726623814417,0.017435533010020658,-0.07761564817104488,-0.059005589467508925,-0.09617890804508449,-0.009330617499992705,-0.03226257764019887,0.047893914196268414
weight 1423,0.05020971403304293,0.0447740425914137,0.034454708050344264,-0.012048660473962426,-7.997622718401393e-05,0.09413881485321335,0.10202101846568276,0.004125735053713155,-0.12264623582691135,-0.06937780299816608,-0.03081668196705719,0.04660006186462869,-0.05439665397725565,-0.07414399914214502,-0.1827930830317909,-0.10816622227525645,0.3705899902008754,1.0,0.20015466515231825,0.19706754002530846,0.017787227518350265,0.0025516507823390784,-0.06306960265084194,-0.05759409528715052,-0.03228996386443865,-0.06659360441044955,-0.14789830784309582,-0.030691383304426945,-0.049495579223197035,0.06665180073797483,-0.060985644057921916,-0.06409758280690278,0.000460338435722715,0.07795826474333324,0.06089019616755997,0.02134680030837574,0.03778150703183435,0.043761604828712025,0.08383975465068212,0.08182982921296329,-0.1377376262166191,-0.02413065521387209,-0.02798229654880136,-0.01925550046622631,0.00427211191823078,-0.10939392595536801,-0.04589228469543325,-0.025868581410007915,0.02673959285932277,0.05032454974657337,0.08624054910121796,0.03532903068778367,-0.10761956135606729,-0.12097547444964395,-0.11139178940393343,-0.01282566271097493,-0.01381705686976528,-0.018200307135097453,0.04067439579659408,0.014387545460072227,0.10629788723470134,0.03981464187003299,-0.0752972583977376,-0.12672130248059676,0.05753849264529018,-0.053293849050129787,-0.11609144759432136,-0.1354891618308229,-0.045517068338329796,0.06779705737313638,0.005400200824730895,0.052413209553318775,0.08523611569721981,0.08149117303004286,0.004814432107474619,0.021829119176643794,0.02892984713910855,0.0644330107545789,0.07255667915418475,0.070663389936453,0.10148281514795379,0.08806321903965181,0.03867646869032221,0.012038705806523047,-0.014310863118947957,-0.012422314223233755,0.02985277227841594,-0.07369637710537819,0.06308210543904552,0.1230354852101896
weight 1424,-0.00114705417441249,-0.05198992831523622,-0.05706524647513081,-0.009919174559494969,0.053788081639668806,0.04414634828129934,0.026989818660872963,-0.0016623588112531778,-0.1489723040585089,-0.15687761429261948,-0.10446137112366038,-0.01895254999005118,-0.026159267958976495,0.011299621202775684,-0.04623597356881625,-0.042823912998606585,0.2734990842816025,0.20015466515231825,1.0,0.3864745115782108,0.015012512869210976,-0.046662456958240034,-0.029990378730472538,-0.14289641518882176,-0.02915661314081137,0.015291926253059288,-0.04895685098751318,0.033322350689249325,-0.10010447769842105,-0.12921893380785324,-0.0233531468002272,-0.08106349948948635,-0.0611321148828787,0.0476868734927642,0.13211902027007147,0.11330392669248196,-0.04381286596152348,-0.0717241286817649,0.035396492370930156,0.10277235817091912,-0.08145835244956885,-0.02604829228829807,-0.11886303833930419,0.022863428799833625,-0.09544190556393453,-0.07040217910105553,-0.009437088289965936,-0.04794917113245886,0.0834184365187452,0.1364868936639979,0.04429235982352449,-0.06519218934605367,-0.021274720502248014,-0.001296794812865448,-0.06599427519180487,0.026081454338947922,-0.02284643872078003,0.07675233686063361,-0.00513543631674884,0.04812349568050953,0.016884250354447506,-0.033764098589760844,-0.07308663022903997,-0.08056989192331322,0.0004196896274178163,-0.03348148593661421,-0.028780504204923604,0.07617825174798795,0.030682897202763418,0.04247563246938864,0.008672251075028727,0.026388353987683657,0.04355857334970023,0.05731233900504083,-0.01698408920729214,-0.024434259425628085,0.021711673630761742,0.036695741210448225,-0.07985602078596933,0.04540697110140169,0.0927390057245621,0.05513775600110795,-0.011439917886492913,0.05280251275702635,-0.03883423198667837,0.03882452565632309,-0.003930834657641452,-0.006950727369496465,-0.0266832400149311,-0.034888095952746424
weight 1425,-0.023715223083948113,-0.03257415374246881,-0.015120135387845452,-0.01654707717155497,-0.003697477550791046,-0.010663793619945842,0.01798553780917302,-0.043437991047247555,-0.08787308678211044,-0.09254172265632757,-0.0832357697528101,-0.01067677444974466,-0.014108292090657549,0.011768821312091171,-0.024086181394425008,-0.03884294072677127,-0.0649539905786414,0.19706754002530846,0.3864745115782108,1.0,-0.027510317655826195,-0.09289581401497551,-0.046381440007197135,-0.06246592644229572,-0.05324377125544027,-0.06876116902644967,-0.05231534624352411,0.0010106532375983488,-0.05746887058463346,-0.019170521799462197,-0.09861907779302444,-0.03227663363922251,-0.04337363799500732,0.05967352097189466,0.005679502378584256,0.09578597081386486,0.003386291476543416,-0.032329998687024686,0.13643133132820637,0.09525491112100053,-0.013275513492632392,-0.00883488960613395,-0.056054975536277175,-0.00785591603801173,-0.0010344254775758652,-0.03586969740948845,-0.02229924264817827,-0.03661612503096431,0.03481919452746848,0.08310793067311253,0.012160773597177191,-0.01851682824177533,0.016835945640095946,-0.007682212973752103,-0.07546079841900939,-0.0338712851569141,0.05801174482586104,0.03940345752562757,0.00799528376327991,-0.0306623420809957,-0.033140065037562616,-0.11137694991862912,-0.04914602329550147,0.01099586278772082,0.01659857894724479,-0.03682959364209383,-0.029198514120667967,-0.03294031325539264,-0.03798016789757476,0.026952746979170415,0.05000889678388244,0.03286046025844869,0.025144407878136817,0.007103083569924302,-0.05784020861213324,-0.04682607621064296,-0.029212004232148366,-0.07300009169499372,0.020408267499963127,0.07472347988211775,0.05398339977243821,-0.042996857264406545,0.019068135694193765,0.016668204247159146,-0.09641937155878556,-0.005438919878702095,0.0728025738087368,0.006446936815414536,0.03455052477311712,-0.0776090461248847
weight 1426,-0.06235340096341412,0.001243675996156793,-0.039839636374854506,-0.022696902392069392,-0.04201531807223989,-0.005786737241247898,0.055448665519563796,-0.0543400565981705,-0.0841320093795238,-0.12719742168289336,-0.010084784130302808,-0.009964554774779708,-0.01645589304821327,0.030434373352120247,-0.03769748154424693,-0.004072955309015693,-0.026270890657752084,0.017787227518350265,0.015012512869210976,-0.027510317655826195,1.0,0.4309638999199777,0.22619866347647738,-0.006973960543518226,-0.008133094673524358,-0.019418557856814744,0.03146290467789609,0.006332854752274133,-0.021896307271619415,-0.008317748335278432,-0.07094774481632599,-0.0022663464819400454,-0.07109891208697726,0.07414286801598388,0.06503536504812395,0.14529672877078117,0.017133649691084055,-0.0852128022195201,-0.01710542344266021,-0.03510556246633394,-0.00570270269762057,0.05121262938163804,-0.08137674573224356,-0.0031992647041473826,-0.11619381751724694,-0.08812025865984771,-0.07435864042439004,-0.05554132739546547,0.05960222781175472,0.04323110558834895,0.06390875093324024,-0.0036220972711111035,0.058481438345899056,-0.07748234526289223,0.0356803565414279,-0.08544869023966388,0.10498708867159286,0.094075950486884,0.0267611908040478,-0.07836701785480236,0.046526944608433755,0.03398278328237505,-0.015574491958417858,0.004712336731802683,0.0035428796656544028,0.0525309547175485,0.004645634944706149,0.03603290905558336,-0.03821500206023363,-0.04962425701279668,0.006969916961143763,-0.04016866146044017,0.019839782866241457,0.04876287452721067,-0.06983960327355772,0.04653350332398973,-0.010155772016434013,-0.03078352365672722,-0.01672280761689038,-0.054434159921349735,0.02410403241903146,-0.03401415947296476,0.007458562301620726,-0.05246105000634724,0.0033894488062187473,0.05409575497498406,-0.056337527162611936,0.06690410644810252,-0.03054376221769745,0.04063107660210589
weight 1427,-0.003640795399868189,0.07112405276480077,-0.019501820860095005,-0.03933204998997597,-0.05574313495203129,0.037321254309654925,0.11185579867160363,0.025314747611559014,-0.11460794115307371,-0.07007043800342616,-0.036758145665656376,-0.06668508922782175,-0.07957033767223201,0.015549828361471278,-0.12207202846304872,0.014314274617131707,-0.11032013519772735,0.0025516507823390784,-0.046662456958240034,-0.09289581401497551,0.4309638999199777,1.0,0.24121834265515713,0.2440718169926845,-0.10765010566651215,-0.059763260459273375,-0.007835558400121997,0.0389928586447242,-0.01955164475980247,0.03133827540397657,-0.055314438069021005,-0.006225647643060069,-0.1013107691048957,-0.018456083423523423,-0.029770425051813383,0.03955611997871956,0.020152354825252655,-0.04730567731784908,-0.046681713939762524,-0.11900692821703422,0.09074260077758793,0.06381631342561915,-0.025327991229270434,0.030594025259714955,-0.07730444754967836,0.011973632197574418,0.004490837260123317,0.02004495859713577,0.08361167001023687,0.032178922398040474,0.0712312776669975,0.01896593504519635,-0.005304599374042232,-0.08407246898831623,0.08210717551693295,-0.04841442744219691,0.029094674040892065,0.07254994341950351,0.041643711908020235,0.007737575601614827,0.03822797971732682,0.01051481223648575,-0.0935102419306713,-0.14378011974353372,-0.03245787453567025,-0.010034234425889675,0.06364633595550502,0.01906711575881652,0.032966097811242295,0.019569497779264276,-0.13735874537971213,-0.021659842775990132,-0.029624568079426816,0.005019880685298551,-0.05792786219647905,0.050008974703647215,0.05651308242270572,0.07099432330240119,0.11719070634813059,0.004981044341913175,0.00960373345988124,-0.009255866301057552,0.07096140208317163,-0.017063382405187035,0.03364845249380905,0.043091588868482356,0.0015064498771458355,0.12977773560648487,0.01222536836077201,-0.01212873017871661
weight 1428,-0.08312518826108516,-0.012071531611147292,-0.03380349581475264,-0.06313605927367483,-0.07560096456860922,-0.01618867254077729,0.07197977434272473,0.020779515367048473,0.03546253310814993,-0.03027855454727691,-0.05889857150727909,-0.06433439240822288,-0.006420171314883942,0.0169047514424546,-0.11971910098957482,-0.11648609611186381,-0.06588534701998665,-0.06306960265084194,-0.029990378730472538,-0.046381440007197135,0.22619866347647738,0.24121834265515713,1.0,0.39106817963724605,-0.021251152476229617,-0.0976921031735299,-0.07326435936506527,-0.12055515282999868,0.03312934874554815,-0.011324155140690228,-0.04136479885208541,-0.007481204960142284,-0.05329903829647591,0.009043962644788009,-0.012935829655803307,0.03420965115525255,-0.021729239775874553,-0.016182965906043966,-0.009357589480371695,-0.0897581464551909,0.1056451424149341,0.0958822204761243,0.05227967132942276,-0.0021900286427245703,-0.033487059042956645,-0.019017674147293308,-0.028353536373329203,-0.02773277545056732,0.01847057023962148,-0.0635585104722672,0.020650884854641418,-0.07172054920036623,0.09186147666306359,0.004721013294521589,0.06668967890847807,-0.10414026007213467,0.045038012074413436,0.01971338194680825,-0.05399055570404748,-0.03739656093380436,-0.08977639183647584,-0.06223583604867615,0.008269019525886523,0.08025480187815622,0.05430152979743448,-0.04229751814312681,0.09352137011190205,0.060626235134078915,-0.007909554523277977,-0.05147077577441463,-0.045426081486867415,0.005600230875276901,0.06312724244060217,0.01611822037140525,0.033396258419927265,-0.026903737280574956,0.11644715187128801,0.08500086590323465,0.004310383431850476,-0.0646656219865875,0.017126221049163323,-0.010362867574977369,0.022129944996284352,-0.03664303036503582,0.13818752622614344,0.03660741595462165,0.07600469113891299,0.013072888111633098,0.0393745269074777,0.023171981462121984
weight 1429,-0.003940894729686121,-0.02932691319015516,-0.07561314410921259,0.013799167003571781,0.0019062558106624852,-0.007470914911363811,0.01356099241375905,-0.043411482588753554,-0.09103074894131898,-0.0616352035188676,-0.10431711667943375,-0.06029929939423025,-0.09551343037999961,-0.0360202948800044,-0.14247341442173547,-0.04539445455248645,-0.10388861209985153,-0.05759409528715052,-0.14289641518882176,-0.06246592644229572,-0.006973960543518226,0.2440718169926845,0.39106817963724605,1.0,-0.008497979678627124,0.012120335840742357,-0.011699252328530564,-0.05790870045539922,0.03752815885506793,0.061217517818113534,-0.0504106847353191,0.00344046084086314,0.024102265947716743,-0.003712339702115262,-0.1169645984379982,-0.047690153335870615,0.08007103349649776,0.11122320563351389,-0.0016607278315373592,0.02025978508488791,0.03432330535943457,0.051216903819772244,0.05960500543215928,0.043799812875062905,0.007173735349941036,0.002361619367609431,-0.0812453588791169,-0.01999880196883656,0.0031283000146418993,-0.09633665572901358,0.008339253232205015,-0.10486798134501446,0.04700172786612141,0.03316848936949575,0.1045061259352587,-0.028948514859078435,0.05086918523922009,0.06372116409054325,0.002142401745176027,0.0123198162592756,0.004753428595572618,0.03878471886945574,0.04507935717684269,0.045746203354498374,0.03719172849267532,-0.013717773368867323,0.09764253680203126,-0.014183542276927218,0.06447015409882555,-0.01849870486022728,-0.027358791434451423,-0.05740723102027156,0.02218895691737721,0.0032786115183008127,-0.013601569566441176,-0.03473556843613385,-0.016453315172725698,0.001439919333004508,-0.08447216970750429,-0.01932370044705681,-0.08293542371608842,0.03817182962218912,0.0811004902525835,0.02296212203202801,0.18731518714045425,0.011706181768852571,0.12122473052041406,0.060705863181156235,0.02503416335834205,-0.021438318205077196
weight 1430,-0.03169838140440736,0.005860673492667048,0.043390802781970744,0.003585660791224693,0.0013757185318373072,-0.04537872026413681,-0.036363289982121,-0.032103909083803756,-0.054268246627742885,-0.05929513153112497,0.01198016191839806,0.039326282961185,-0.0063795577442379205,0.004674397866372552,-0.02547733039584596,-0.00944266893475806,-0.016798294693657092,-0.03228996386443865,-0.02915661314081137,-0.05324377125544027,-0.008133094673524358,-0.10765010566651215,-0.021251152476229617,-0.008497979678627124,1.0,0.4357033144931778,0.22957701233998576,-0.05676978835202202,-0.06574977140314184,-0.0843803267454937,-0.09026952112028076,-0.10910124207678991,0.05909484709145227,-0.06252690649298855,-0.023674515271284828,0.04940010041595658,0.12638196577575858,0.05357276766679288,0.017053534357559477,-0.0065686245661453705,-0.10090240268772115,0.014465261991608518,0.07025827159479464,0.1330726591232309,0.0421887715551826,0.004242144203622296,-0.07834501489162989,-0.009962816409299483,0.08828874407448901,0.06900663178544551,-0.059113558191795514,-0.06561979664571378,0.014323311427048993,0.005990877800456147,0.01813757856946108,-0.025376524769842177,-0.03408614581873951,0.030090069629395345,0.007668854795212434,0.02777037148102165,-0.07190248752922566,0.021521547022694952,0.08033601820464943,0.05839708999793182,0.02503745526491486,0.07254478037536764,-0.03834061139122521,0.02402142410731508,-0.06704351393904025,-0.06438296989161778,-0.031399850850894,-0.0009711248502004818,0.037611399650643376,-0.020432960175749942,0.03879175814830476,-0.04175791281817755,0.01725908417831257,-0.01525672913412772,-0.07425302947941848,-0.04633643722894656,-0.10078981870638082,-0.07464113882232462,-0.16639409026485003,-0.12008268314107816,-0.017755568082046976,0.017378296976253704,-0.0330072550450556,-0.015675922930222567,0.010898932694811111,0.08920810633111616
