param,pearson_accuracy,pearson_epoch,spearman_accuracy
weight 624,0.03617661154225752,-0.008296267238435816,0.021665313835263347
weight 625,0.06753438766670075,0.001152101754047547,0.04232222502323646
weight 626,0.03818586423820217,-0.0033228842691393912,0.026741942585074355
weight 627,0.049691669473528335,0.0014027138235436156,0.041697664899991854
weight 628,0.018141607157733042,-0.002772612379019549,0.007364356372964746
weight 629,0.025772086095573323,-0.006498915128260462,0.00582526503793691
weight 630,0.03784649720433353,0.0012409485845249842,0.024258935341319027
weight 631,0.027177776359186896,0.001166293015884643,0.014893289726716967
weight 632,0.03602402581471604,-0.008122525012262209,0.012197417732356835
weight 633,0.07476194079978915,-0.002556003250151372,0.05641080998659554
weight 634,0.05148505014059654,0.0036126511119753124,0.030963837540119547
weight 635,0.05586536306348655,0.0032055197426418018,0.02771541364192581
weight 636,0.012808239137225154,0.0014875564485736354,0.004923387306125831
weight 637,0.016269529913677853,-0.0014661881869050303,-0.0017628245981276608
weight 638,0.08057110505954584,-0.0007844886335601165,0.054404591602094585
weight 639,0.05125365890828834,-0.004268673897575695,0.026791366139067494
weight 640,0.03556447508656499,-0.00031145414361076213,0.0168255771197446
weight 641,0.0021168709092213582,-0.002000195200684438,-0.0009044873058325885
weight 642,0.020306890416641014,-0.00018141472003817445,0.012492219351200547
weight 643,0.07482541319923282,0.003210373498651043,0.0455502203341064
weight 644,0.04777292618861938,-0.004925341599381657,0.026517242364075953
weight 645,0.04886268273276598,-0.003887499216467786,0.019997557468683962
weight 646,0.005663978010305181,-0.00516684401403235,0.004347205363509815
weight 647,0.04080543731851001,-0.0030983180596817696,0.020999834447993356
weight 648,0.046254667726606094,-0.004274762105717769,0.02683700505076547
weight 649,0.034382146193639156,-0.002484328172345297,0.012246826080292744
weight 650,0.03091852658130298,-0.002846170122557594,0.00628550815457577
weight 651,0.04871943105550123,-0.001885309100930542,0.025307839663062156
weight 652,0.06686423116130766,-0.004685910907081599,0.04982171241494587
weight 653,0.029986717488999677,-0.007473352327343194,0.011221887517674462
weight 654,0.034867143096048346,1.1171330440344933e-05,0.02679060790197493
weight 655,0.029567076195881357,0.0002605428599279895,0.011522697728715845
weight 656,0.0417031960301928,0.00293581188794269,0.02130397912297777
weight 657,0.06147226826112802,-0.005553022331989964,0.038211500101950686
weight 658,0.053367165072770256,-0.004900781830790963,0.03332713450596709
weight 659,0.029406610772454232,0.0028682157937527054,0.013182562714598518
weight 660,0.03375353929952494,0.004556290771890154,0.022609792071982018
weight 661,0.004645895054862194,0.0038724941149798488,-0.002417611899388893
weight 662,0.016921731921389037,0.0017632632082105397,0.004326062374955201
weight 663,0.05867340689232275,-0.005363854805350301,0.04292543121822479
weight 664,0.036348013563291266,-0.0050294892954047985,0.017041552698010193
weight 665,0.03391078883313284,0.00043159225183976775,0.0114728333872664
weight 666,0.011192240951656,-0.002669780445030196,0.003593220636793559
weight 667,0.02978236973328206,-0.005218847717564608,0.019455914132219664
weight 668,0.04432034156381508,-0.006270778150217975,0.022509015348426392
weight 669,0.04737524474387213,-0.006768137673799713,0.031694540251691286
weight 670,0.05528560252587578,-0.007744359719121507,0.024503092529333137
weight 671,0.02015679558004552,-0.004990075912121763,0.001070604838368137
weight 672,0.017656637624438445,-0.003423300893869816,0.003040051971940497
weight 673,0.03593664832457432,-0.0040073007669758146,0.020174133974489077
weight 674,0.041814918143811636,-0.007625062457047005,0.018051406642026195
weight 675,0.019033773947169888,-0.006301751793234502,-0.0016169313087192427
weight 676,0.006616223076116703,-0.001606703148564712,-0.011262634842225786
weight 677,0.03384385919187271,0.0009369765039434341,0.020729176931001167
weight 678,0.03302019070719059,-0.00993993160521412,0.02043086925561902
weight 679,0.0472834898111622,-0.0037262250603390975,0.02097458989910585
weight 680,0.027019382597893462,0.0014300380711432489,0.006528681446930827
weight 681,0.033138072634260426,0.005892341317817732,0.02384937370018182
weight 682,0.052591076596032814,-0.003680236800564525,0.03571307698859872
weight 683,0.07603819926641445,-0.005101875713286899,0.047001055562721446
weight 684,0.03452180546740104,0.003979070340167614,0.017667650755121878
weight 685,0.03794967070953954,0.004615945406432211,0.01894420314036081
weight 686,0.027046295354078858,0.006182139130157357,0.008364162007515706
weight 687,0.033968467001119586,0.0014489670816607396,0.02037842965848027
weight 688,0.067664114948345,-0.006208237100779638,0.04359582812452251
weight 689,0.030258146473546542,-0.004611219984859171,0.006706220061513964
weight 690,0.025581925296789522,-0.0017047639737745935,0.003020504479004675
weight 691,0.006053541105078792,-0.0008056170355134511,-0.013058182778687477
weight 692,0.011309351184541587,0.00041719902182630453,8.720461611488003e-06
weight 693,0.039198878359599565,-0.003237385973585794,0.0134713572024134
weight 694,0.03627045580624896,-0.0038712615889324384,0.012960115497359296
weight 695,0.04163254269924218,-0.0034455523986173455,0.012129066413248788
weight 696,0.02186564209503257,-0.00027584513082352046,0.00792784796440913
weight 697,0.02261422891367296,0.0017737647018455417,0.015161330417429118
weight 698,0.033219272016495306,0.00042509703489272986,0.015616951748031795
weight 699,0.03880119554856729,-0.00717655140051492,0.013466286026064835
weight 700,0.05720847660485233,-0.006445904335474761,0.024159357300451666
weight 701,0.04421111902817325,-0.004887694550686372,0.029336909917614912
weight 702,0.04312373881535568,0.002384392772838558,0.030904953307658793
weight 703,-0.005332964659135634,-0.00916252279324506,-0.01371847764694095
weight 704,0.0326137067942915,-0.002226101817673862,0.02364851250421716
weight 705,0.03738160905777324,0.0013844184462754288,0.021695934521281355
weight 706,0.03751975412797612,0.005827652301131353,0.02213115216388397
weight 707,0.05271469128517237,-0.005726430930891865,0.030047067586818618
weight 708,0.05756678976252868,-0.0055669943015020954,0.034792894834694776
weight 709,0.00882133829524815,0.001324399494700641,0.0004002789383712692
weight 710,0.01415583983043605,0.0033103292313328655,0.005370132530548129
weight 711,0.01701782721822821,0.00233991648706328,0.005130921049030508
weight 712,0.027530095757654423,-0.0023546279142385123,0.02598197336850873
weight 713,0.031527958902058555,-0.004270820805480827,0.026067542789611483
weight 714,-0.012073547544585216,-0.006821632354230442,-0.014487227347040256
weight 715,0.002089660422565735,-0.0020823685557264117,-0.0010050980610380815
weight 716,0.014668551244528346,-0.0030256442384360314,0.0006672614999948416
weight 717,0.03780865450281954,-0.004027772165792251,0.03236326689543095
weight 718,0.03235056275310789,0.00038166364076361575,0.029048682354638283
weight 719,0.007511635012115618,-0.006685871814467209,0.00012740017108312922
weight 720,0.025292287168400047,-0.0006597475939681985,0.01361833599553121
weight 721,0.008409114173219013,-0.0077839362634702074,0.004555994177611417
weight 722,0.02250641795493495,-0.002188945785216152,0.02225362461431119
weight 723,0.04623181826614467,0.0025213597195403933,0.03132151938259001
weight 724,0.04079048395127746,-0.0015889952390645157,0.017575695203311044
weight 725,0.051077379143386496,-0.00504114616010478,0.02923063518767448
weight 726,0.04833524839405024,-0.0026593770446603202,0.031257260099774475
weight 727,0.04076544996138146,0.0010268415412364724,0.0350582458160842
weight 728,0.029701053809891055,-0.0064289567455709205,0.014997426229309423
weight 729,0.05326636499005322,-0.000643526328265067,0.03221919701980288
weight 730,0.034185351734104946,-0.0004113149713381076,0.016406968272091024
weight 731,0.023185414817117684,0.004393938678714744,0.014258905964861374
weight 732,0.031128193404976717,-0.0015354603578821636,0.020262871209790864
weight 733,0.07406161642722241,0.0014656331799189693,0.0487227259179376
weight 734,0.02807847950712046,0.008940578768650682,0.02371210110729155
weight 735,0.02093143403813924,0.007305979563331546,0.012332466069876997
weight 736,0.03034763111390697,0.009474489868843515,0.026945292509517684
weight 737,0.04261354809138023,0.0007553702707948997,0.04103429113245793
weight 738,0.05881561663067693,0.0006386448937338238,0.04331785061423742
weight 739,0.026372324608233664,0.0029082639377127012,0.011141748917971622
weight 740,0.011585037864536133,-0.00024691216081309056,-0.0017632078835482581
weight 741,0.002517109033952315,-0.001238496603682292,-0.002868304802919083
weight 742,0.022115703103420703,-0.004742580370711156,0.013561484995154187
weight 743,0.06686994776650229,-0.00045203244007860723,0.04721233414942021
weight 744,0.03359252364246334,-0.004917091689050707,0.0179425630406345
weight 745,0.025118000376451857,-0.004682740228220051,-0.0017089142916903823
weight 746,0.02375531404362023,-0.004236575284868381,0.0008196714494892534
weight 747,0.021617839770743184,-0.002830479339214759,0.011793410075190646
weight 748,0.06345093298961588,-0.0007822612732114357,0.04197086199451313
weight 749,0.03829261203149279,-0.007960405680304735,0.023152836506307777
weight 750,0.03575876192849365,-0.00859055910628996,0.012992885137541425
weight 751,0.033713206080271556,-0.001352173983614108,0.024929358455792736
weight 752,0.053917568193713135,0.003214367971583156,0.04881686250198026
weight 753,0.046002177088463596,-0.0032938178413548643,0.03573076479619856
weight 754,0.05622110946509937,-0.00560207518285016,0.03819881615892303
weight 755,0.0466188441407712,-0.0013610816933855884,0.026142716529302047
weight 756,0.05416604113502019,0.005731809532674321,0.0378231408724066
weight 757,0.054693237746381525,-0.005914101848515931,0.031001500424269097
weight 758,0.05476053955235058,-0.00025333960135938264,0.03899210851026373
weight 759,0.015515033784229353,0.002080944683644683,0.007992435724445293
weight 760,0.046290161537776715,0.004538641413896499,0.026900503167027502
weight 761,0.009867161251706455,0.004826564680548054,0.0012320538695664615
weight 762,0.0013489403265654113,-0.0020939598996581655,-0.003765655699713282
weight 763,0.02912508190394464,-0.004186917195856549,0.017219871952939947
weight 764,-0.0022442512572358724,-0.00290211577657546,-0.014383482309523776
weight 765,0.02644496780427794,0.0010991955805127887,0.01937742511764515
weight 766,-0.012913897865643792,-0.0051894561081884255,-0.022922977767933644
weight 767,0.001968796542196088,-0.0052699174450730815,-0.0006362778753182765
weight 768,0.05530430851344513,-0.0029663033931873434,0.032324070375004565
weight 769,0.04036739319418017,-0.004068035997016989,0.021303642986467947
weight 770,0.04557252227010675,-0.008789014773591008,0.02230016152278995
weight 771,0.0011751945417555895,-0.0054864138044764124,0.0013682038829425933
weight 772,0.026688497443698448,-0.005936454310318861,0.010240422030980875
weight 773,0.019746879908561575,-0.000108305254998259,0.009277277356640305
weight 774,0.04175518981512755,-0.0015818986989449579,0.020850612891203484
weight 775,0.030854576193149907,-0.009644240298819615,0.0064538119685559805
weight 776,0.012461752424513552,-0.005787276728397945,0.007903933166274382
weight 777,0.057772842088279826,0.0012421896710532606,0.03541593162942122
weight 778,0.011071450261576033,-0.0054888702369944725,0.004696020318157791
weight 779,0.032262432422516744,0.0005446929876554415,0.013470380624813446
weight 780,0.03401357448911793,-0.0006214382649770611,0.013843939606941665
weight 781,0.009201248671092534,-0.0009443641182744812,-0.002736554139998261
weight 782,0.02481449618635493,-0.0065045660236209705,0.007842197399321396
weight 783,0.024488366594844137,-0.00585657891819491,0.01482164011653325
weight 784,0.026339626984756993,0.00031453116055719563,0.010546294060482474
weight 785,0.02151563776243874,0.005701373076891664,0.014432717051220708
weight 786,0.009818725792546067,0.006308362850364616,0.00047930042508980574
weight 787,0.02398113399050101,-0.0001460626268454401,0.008888984334879281
weight 788,0.06422560386131444,-0.0063878445174404925,0.049815359107584584
weight 789,0.028914210040989586,-0.0007247802156696058,0.026413945039441552
weight 790,0.02324156455634511,-0.0012541354094963205,0.014260503177777653
weight 791,0.012426991347710189,-0.0014417441090891884,0.003441793947799012
weight 792,0.03925001156826748,-0.0060001977029070005,0.023297858715559498
weight 793,0.06877937675285117,-0.0002804178359108162,0.04818240312019723
weight 794,0.032837204644863914,-0.002640766379594433,0.01819431058587445
weight 795,0.04184702395786057,-0.003154757876926433,0.018565971898235747
weight 796,0.02421562336399512,-0.00043044797364452593,0.0007759597282755111
weight 797,0.047703551491893786,-0.003373083671335321,0.027073045506074714
weight 798,0.045465598661802296,-0.0008212988985549345,0.03332183078310152
weight 799,0.037900908430478705,-0.008946744612623533,0.010559772657274865
weight 800,0.0430433272188565,-0.0026548434521551536,0.006184129986770284
weight 801,0.035194643224695066,-0.0038431871563798523,0.016939893362594514
weight 802,0.06511258688518491,0.0005982687130697455,0.0454408046183087
weight 803,0.028664332896602158,-0.009450748888049115,0.01249777882950264
weight 804,0.03903077987549367,-0.004007056509045096,0.019261046881305182
weight 805,0.05647254158961572,-0.0005661085917624087,0.03079572744228333
weight 806,0.05712366120652414,0.006494850951043871,0.029899969281383942
weight 807,0.07144928303560534,-0.0017522671548800888,0.0397483160727331
weight 808,0.05662262590422949,-0.0070056204326388195,0.03815773404499854
weight 809,0.03448537464791615,0.0031970072762172335,0.022434196897190516
weight 810,0.02926821860628949,0.006511695628542027,0.016575199871795523
weight 811,0.017601659728326224,0.0038989185177427154,0.006291770482237909
weight 812,0.015293791472811704,-0.0037344476456349232,0.009520500114942628
weight 813,0.04138259988281303,-0.005772448883531375,0.03216282673046091
weight 814,0.02859158467313396,-0.0009857245799849844,0.020407275161195018
weight 815,0.0180159129742979,0.002024028594864731,0.005739297872507479
weight 816,-0.00048753468706559655,0.0033596003794776758,-0.011624094081416347
weight 817,0.02844505908735937,-0.00379455183709037,0.014148176860617036
weight 818,0.04744958668041172,0.002914254581958257,0.039881959926513756
weight 819,0.012470804779602863,-0.004782055989035999,0.0036620120729785807
weight 820,0.029105840121833034,-0.0008878404148694907,0.00824647931296321
weight 821,-0.0033312314398253814,-0.004257359484995776,-0.013387872026360582
weight 822,0.0082262145053091,-0.0007531294639154403,0.006956707140193422
weight 823,0.03156429327680989,-0.0036570234078459776,0.016579584715123344
weight 824,0.03665823696443877,-0.0009141203494202039,0.019864630768894165
weight 825,0.011209511684985027,-0.004503822703499624,0.0006963896770600342
weight 826,-0.0010755372554402801,-0.0021145816093895244,-0.012495038437355659
weight 827,0.03601882071524105,0.004486796125774974,0.02880772515708986
weight 828,0.036018269107284485,-0.009139582032285896,0.022637529096264597
weight 829,0.040052946831734756,-0.005132658802543193,0.022654991000570925
weight 830,0.059363935802482684,-0.0029375799283384877,0.03503013569648919
weight 831,0.05643738466687687,0.002508400208693841,0.039194443736752314
weight 832,0.06255764902307746,-0.003852939565209487,0.03374108279599206
weight 833,0.06276096920128067,-0.0035080521213938297,0.03826882922637384
weight 834,0.038255373965327556,0.0038911912709929932,0.026136375327883758
weight 835,0.04540806746323936,0.006017750810953248,0.028435296122632178
weight 836,0.025177565285182314,0.0030686062086144883,0.01610145795072647
weight 837,0.04143149414962646,-0.0005486079008151282,0.03157950947627492
weight 838,0.059065526095971974,0.000984304901655937,0.04563351194181137
weight 839,0.05298654263466354,-0.0020284255854787505,0.04053567346890056
weight 840,0.04566543126438886,-0.0020484176080478823,0.02733307649239354
weight 841,0.016411322811653063,-0.005678687015463068,0.012986619317649918
weight 842,0.04607003272869507,-0.005889280341308441,0.030534597873328143
weight 843,0.053403108346269726,-0.0012946519680662515,0.04608153666997817
weight 844,0.043885603731161425,-0.002549855269526882,0.031169365014639145
weight 845,0.041165478716244396,-0.004368997235382036,0.016600260158162492
weight 846,0.022527151204837087,-0.0022652565045846447,0.010951763042662502
weight 847,0.047759459580740404,-0.006203403818249015,0.0316770391740479
weight 848,0.0383433402695348,-0.001170829596464825,0.028495931196566106
weight 849,0.047742581801779274,-0.0025485662319602825,0.03417870012550167
weight 850,0.03538620870046743,-0.007262312233601152,0.004892648405184601
weight 851,0.041473276953641613,-0.0029973225694144364,0.01842930360269677
weight 852,0.05680129947454038,-7.588255880731747e-07,0.042938898273796516
weight 853,0.02885937691232668,-0.007024872138356048,0.025792772504113323
weight 854,0.04130970723244889,-0.0023105231909336444,0.022083116102689482
weight 855,0.05600243122250191,0.0008513542196086289,0.03457867688679376
weight 856,0.045658013073124476,0.0030567887478997724,0.03156235795320418
weight 857,0.04425400239430734,-0.008415827663323416,0.030225074085314472
weight 858,0.047506375281917215,-0.006626039791076763,0.038765666344760634
weight 859,0.008764224254246727,-0.0006553286561602146,0.006062819682686813
weight 860,0.038433358242598,0.002252212561854502,0.02624491514795793
weight 861,0.02224153665370942,0.0030972975942421804,0.010083349788154122
weight 862,0.02414187110706461,-0.0019571714547169574,0.021246544502344755
weight 863,0.047754810150938756,-0.0011381933761237778,0.03606013121927698
weight 864,-0.002759030019657556,-0.004758398175187649,0.0010080359780144203
weight 865,0.011334692097753327,-0.0047187260385138045,0.008510625429113064
weight 866,0.016305144559426887,-0.004287688584346021,-0.002583485913896649
weight 867,0.0313206097792254,-0.0025902718972631604,0.017414289191721295
weight 868,0.06031437461144447,-0.0024270291622140094,0.043253245578429717
weight 869,0.028436643443725162,-0.004797917082021508,0.013316619574497058
weight 870,0.03054359982595929,-0.004777700437476764,0.01052969129602275
weight 871,0.03716962656284689,-0.005093984816294885,0.017256454403521266
weight 872,0.044377354435442405,-0.003421695973019956,0.02267952970443481
weight 873,0.03564848463952773,-0.0009249543260063855,0.026595060963197116
weight 874,0.052118556038262334,-0.007900159427112962,0.023129333091429425
weight 875,0.05836059444175719,-0.007414593933961056,0.027509371416581763
weight 876,0.04194221278767368,0.0012734694257904946,0.02698657444905077
weight 877,0.06786944307978536,0.0045829894188359945,0.05403233775965532
weight 878,0.028905254441097993,-0.00790821299329853,0.011746737358261226
weight 879,0.058273466686736636,-0.005235479735772621,0.0315094700255483
weight 880,0.09232213951132,0.001960332594236678,0.052260616960048564
weight 881,0.06083529190922006,0.0029058445277046793,0.03796302942401897
weight 882,0.042107157884248445,-0.004921326761346617,0.029772332747396466
weight 883,0.0539439085877765,-0.0028576833618003676,0.03481796724939339
weight 884,0.04968953553867851,0.004727034881938205,0.03124409764430187
weight 885,0.026294433753700774,0.005622366846527943,0.006702972491345942
weight 886,0.0068350512893274665,0.006226105395976888,0.00015897424437526662
weight 887,0.022063787483210556,-0.00031459520244381294,0.021126558708808196
weight 888,0.068878991628055,0.0006825830808901208,0.04217747043735092
weight 889,0.021231806796589404,-0.0037754250972666273,0.010622378355152317
weight 890,-0.010239124560855021,-0.004836858760987865,-0.020422496233616538
weight 891,0.009210338639026558,-0.001646479298750466,-0.002572610868528967
weight 892,0.049593066653561904,-0.0050249478320405026,0.02583768273181959
weight 893,0.05659697412302027,-0.005099657927459307,0.040113573748352525
weight 894,0.03462976356219012,-0.0037329433318880533,0.02031559133749344
weight 895,0.032464976491008275,-0.005807863097560136,0.006723449622402491
weight 896,0.030358246782457618,-0.00629167317197239,0.0022102579510608037
weight 897,0.03711528131545613,-0.0005264020347077831,0.017237832773017533
weight 898,0.028882773965950983,-0.0034553772834799677,0.015076177503192702
weight 899,0.043059883337958973,-0.005250257534113001,0.01926050455387938
weight 900,0.05413403921509155,-0.002554571418709163,0.018028677205921148
weight 901,0.028351231609006468,-0.0033035805985444523,0.013288414111495271
weight 902,0.03432369541710396,-0.001673934573174704,0.025871085403232442
weight 903,0.008300337153202796,-0.007695395675941987,0.003003588354369152
weight 904,0.03692134299282602,-0.004400754662703272,0.022860576620603052
weight 905,0.0392530031151858,-0.002528993557007358,0.026061482535505397
weight 906,0.030067168626264646,0.001501046603840421,0.02112507936180718
weight 907,0.022177821556637865,-0.007802044083443376,0.017825519878295466
weight 908,0.06848022246076624,-0.00499146787965433,0.052466554892368795
weight 909,0.03193674553831364,0.006016648881925858,0.01846124323306402
weight 910,0.023033363025631675,0.004268564888435811,0.015152943933015165
weight 911,-0.0060732028952014735,0.0020593997156894625,-0.007633612040237319
weight 912,-0.003077347910911637,-0.0007300202280442376,-0.0009316131100941013
weight 913,0.0437443278225307,-0.0039016033114479725,0.03399240709823528
weight 914,0.008374091276849963,-0.004622478956325154,-0.0014633623893420557
weight 915,0.01956912797166586,-0.000989725524913738,-0.0029331157254810637
weight 916,0.013716359129117514,-0.0029865151913409356,0.002683335859832355
weight 917,0.03230861218423253,-0.006223791162372445,0.017935849666569876
weight 918,0.058726406143467795,0.0003820701137199026,0.04411832502151526
weight 919,0.025585952588926545,-0.004169363136373763,0.011660320626897853
weight 920,0.041603441667241614,-0.002988777850209139,0.014376166516460344
weight 921,0.023038492028456464,-0.0026078539917394282,0.009696776798683887
weight 922,0.03856073306009425,0.0005224622287853751,0.026385481173756668
weight 923,0.03675342353173633,0.0014132748886464522,0.028094938286762485
weight 924,0.04442888010345382,-0.0014910622599616618,0.023597835370240863
weight 925,0.05171286186895301,-0.004644998155193449,0.029948782622732362
weight 926,0.04326285080390593,-0.003622488620627521,0.024373814988901947
weight 927,0.027141092123736443,0.0013155636411114192,0.02175773192531817
weight 928,0.033749271056937,-0.006068112273857041,0.027476241178350812
weight 929,0.048097273453969254,-0.0003195673579108921,0.02588829857186722
weight 930,0.04519051496376813,-0.0016810809385475335,0.018795403996245748
weight 931,0.021390078537059775,0.0067086720358808805,0.018315999242717214
weight 932,0.029443286139993523,-0.00944682503029427,0.03154145475285899
weight 933,0.04819951417483866,-0.004202202953852936,0.03714312674614366
weight 934,0.03381054905063217,0.0050816275620760775,0.031012389476056626
weight 935,0.017652451769955578,0.004141426432764026,0.012902905399261361
weight 936,0.006448923676681576,0.002942452294604085,-0.0006417039829968161
weight 937,0.025436251112488442,-0.002785718370217391,0.018829868165245792
weight 938,0.03828198253805094,-0.006661648213983818,0.025189809043665877
weight 939,0.011248926897902405,-0.0030270878275597346,0.00897739552399595
weight 940,0.017990477949616612,-0.004862245880819888,0.0010733769379890402
weight 941,0.018508482406891617,-0.004484985136329825,0.007534991721670148
weight 942,0.05871035160008006,-0.010168155684435225,0.031171262292973654
weight 943,0.05575756763560473,0.0009274026511139887,0.03345380189922463
weight 944,0.04179943079506046,-0.006742761498405975,0.0204832235259807
weight 945,0.043937868319974795,-0.008630331621713706,0.02934254405196547
weight 946,0.035591919134539976,-0.007148909088709139,0.012625081992314404
weight 947,0.04833803741029251,-0.003924412820801114,0.02837117598329953
weight 948,0.05083492929774355,0.00040153110640959685,0.03078470194516423
weight 949,0.05111439355529524,-0.004531411179739065,0.026241959241323803
weight 950,0.06090515523823975,-0.004158320052320484,0.029847013301631753
weight 951,0.04080524494790996,-0.002963524152076922,0.01641220203557631
weight 952,0.031336355037902136,0.003692575031118304,0.02517185150876339
weight 953,0.05127737796672453,-0.010826683780956962,0.03368721352988511
weight 954,0.04608929007196618,-0.009302235941658271,0.024240227145224228
weight 955,0.06117406639526208,-0.0029727008777591193,0.03600738365300869
weight 956,0.03725885506697804,0.004973253166613954,0.025881977225849465
weight 957,0.03663615434518473,-0.010276367656371375,0.025115867497778097
weight 958,0.05810688672877534,-0.006732882221580618,0.03751112667920843
weight 959,0.005347848334842437,0.0023936907562188796,0.002894519786559954
weight 960,-0.0019364340610057529,0.009821161851500037,-0.008392255461588057
weight 961,-0.022938921338061465,0.0021585498971573272,-0.019484869478445785
weight 962,-0.00250451017034015,-0.002045529591704508,-0.00470049992248401
weight 963,0.06286994896914659,-0.005715871767759345,0.04096458811742503
weight 964,0.015021808581599221,-0.0050814564810492645,0.006498012306480028
weight 965,0.01935289839691353,-0.003996399910545061,-0.0030575334687239185
weight 966,-0.0032842991417969545,-0.003086161799720201,-0.010652131910141303
weight 967,0.025977309487201325,-0.0064822676231224554,0.010904515021879384
weight 968,0.07012621253592777,0.002416344519113032,0.051362987055327214
weight 969,0.028755466296496106,-0.002219109192573475,0.014502913637218529
weight 970,0.03250199305407786,-0.0028725806809504783,0.014427615482353833
weight 971,0.0016503388711347658,-0.003668592923349893,-0.012559422338134828
weight 972,0.022652881012870853,0.002890679892638434,0.009281958173737635
weight 973,0.04600362045466414,0.0003003473412942001,0.030730398159036002
weight 974,0.04015245105025469,-0.003053474345420475,0.023428570381344833
weight 975,0.03416759390603565,-0.0046555545223,0.01482534171605559
weight 976,0.011065625650576595,-0.004745688926578234,0.0006745454173383179
weight 977,0.019192904818105247,0.0020234442116798938,0.016493334070412414
weight 978,0.06181874510991509,-0.004392936066245608,0.049237290881694054
weight 979,0.04506591649025143,-0.0031446330116750845,0.02281655951081965
weight 980,0.04200474816780683,0.001273188694370568,0.022037071299819674
weight 981,0.028667697281016473,0.00478572681577035,0.016654420160060343
weight 982,0.040350021885322634,-0.0038534919240783734,0.028397767172045656
weight 983,0.048771877793507244,-0.004099389146535578,0.03049019200820142
weight 984,0.03347454443152202,-0.0012865204123932545,0.010755587156800254
weight 985,0.04196751272370519,0.0035849681919590585,0.022984123805711878
weight 986,0.016851528217546617,0.000863633224351166,0.0051025879740774355
weight 987,0.019220559070105295,-0.005093657507727269,0.011973093298561688
weight 988,0.029889254072102772,-0.0053029738556379605,0.018540302535294054
weight 989,0.0046716018048244025,-0.0013512074217449845,-0.008167522106036846
weight 990,0.007509819260902174,-0.006399629079696449,-0.011080820212882004
weight 991,0.02323670557126394,-0.001238644744737379,0.008271980172154608
weight 992,0.026050427419578692,-0.0007665407989756603,0.019059156609695104
weight 993,0.054321290376581156,-0.0036057543759600748,0.030814908666748575
weight 994,0.03395391800061446,-0.005439757085265815,0.017876406958181205
weight 995,0.034658900407775195,-0.008180091903792836,0.0029279272793692156
weight 996,0.0033563472202299324,-0.006055755565642201,-0.008493237557569264
weight 997,0.014764053949073111,0.001225462955021018,0.014942669884176116
weight 998,0.02805768778049044,-0.0019390165387449649,0.003970500720736707
weight 999,0.05036669370776095,-0.005566253726185293,0.031341208518577496
weight 1000,0.014083589805240618,-0.0068969290798545965,-0.003055408568691476
weight 1001,0.004629537990651992,-0.0029311446259692683,-0.007291580772146642
weight 1002,0.014191590915046709,0.001790411489518319,0.016160472458167787
weight 1003,0.014472813173136392,-0.006080116464139343,0.012242949467293455
weight 1004,0.029186094792016015,-0.0022974281472787385,0.022295353374631423
weight 1005,0.02111290650786078,0.001960706732848489,0.008140064183826573
weight 1006,0.024471632497941986,0.005252541314749725,0.018473192258052124
weight 1007,0.045735581716452915,-0.0036367670843624415,0.02211431818204948
weight 1008,0.08415698726722169,-0.0032458084235088324,0.05446826420110615
weight 1009,0.03732772991232699,0.0019497180641343198,0.030641928219955157
weight 1010,0.02050996865758015,0.005822020402726336,0.012733598637703911
weight 1011,0.0031108655685475723,0.0033404156757352917,-0.006647779098621848
weight 1012,0.02278577910444097,-0.0032944973333638304,0.004008219869041175
weight 1013,0.06662396308748077,-0.002727176273720814,0.0483927374178581
weight 1014,0.02418085429883337,-0.0018239029091429281,0.011553353532781568
weight 1015,0.03506503795393697,-0.0005985986153153593,0.012527447389202924
weight 1016,0.026027814997153023,-0.003466049850851252,0.011523888140530014
weight 1017,0.02407503329313227,-0.0023785102368064238,0.01641804077827399
weight 1018,0.04421960146492694,-0.00013338050450443356,0.026767412015180573
weight 1019,0.030241488020372055,-0.0026491616077772813,0.01563026507017556
weight 1020,0.047945196310739846,-0.005080202522362127,0.021664778534860225
weight 1021,0.029093306189095836,-0.0036122047127281334,0.010685924845076416
weight 1022,0.03629028780048821,-0.0021993502432175014,0.022419959553032727
weight 1023,0.012364412248662708,-0.004023290093320568,0.006173991266912549
weight 1024,0.012608337830898443,-0.004688222174622576,0.005004041326473489
weight 1025,0.026495368996595436,-0.005115490455508031,0.007751296545072966
weight 1026,0.025019217372654577,0.0003634431061938076,0.013079722547452556
weight 1027,0.057062261438653256,0.0015522653607293359,0.038878429176197146
weight 1028,-0.005231702556131938,-0.007695625824202202,-0.001927859211410061
weight 1029,0.021110307290657566,-0.005383237412104555,0.012323401390953403
weight 1030,0.049003180923849386,-0.0002311208381843014,0.028523500296996185
weight 1031,0.03309150083594919,0.003141132540272462,0.0102743513876312
weight 1032,0.0569656780223157,-0.006158896267237125,0.03937237925448005
weight 1033,0.062850432672336,-0.009030588212357532,0.05373378198460102
weight 1034,0.014905917847297319,0.0031154805309743373,0.014410957054743524
weight 1035,0.009214460403243167,0.0071490644550435386,0.00194682615878198
weight 1036,0.028307842221073375,0.004854249079571992,0.018247152410632506
weight 1037,0.042227953172942354,-4.3219612710760106e-05,0.02153148335906889
weight 1038,0.04944484245974799,-0.011198048210756,0.034184247858669914
weight 1039,0.014828603491659337,-0.0005627185017490679,0.013188125514050606
weight 1040,0.020419638715041807,-0.0047797231319289205,0.010649729440572256
