,epoch 0,epoch 1,epoch 2,epoch 3,epoch 4,epoch 5,epoch 6,epoch 7,epoch 8,epoch 9
fold 0,1.9713028016661809,0.8550529129618456,0.5349882037632845,0.4258593083166879,0.3874301401174758,0.3485045965052833,0.27777493089314337,0.25495169096249193,0.2271022190424529,0.21061853947760614
fold 1,0.21771800938670424,0.19368510837628206,0.17982728657705233,0.17254080313973683,0.16238590801704275,0.1465115138579233,0.14581968910868995,0.13964630490984797,0.1260602213365357,0.12264437204965752
fold 2,0.1771033258708425,0.14764847509054976,0.11972260032203202,0.11817994564463777,0.11998368496429329,0.11041269957028764,0.10157398605663406,0.09415061066256422,0.08292573399087491,0.08349943838480567
fold 3,0.11489545588558617,0.09704458386606483,0.09828329866382578,0.08787672382803532,0.0821583424483172,0.07896990365010094,0.07544761067504074,0.07095388692326474,0.06991362904365875,0.06234226340845551
fold 4,0.11745842690967644,0.09267697918888491,0.08761437404706764,0.08107569289665359,0.07427896900723378,0.06964621079193117,0.06456011012778617,0.05837953430406439,0.060980933874573866,0.0547174176715392
fold 5,0.0926176751886184,0.07392330045889442,0.07007773307268508,0.06214252278635589,0.05570221190379622,0.05829159704589983,0.054949409935701014,0.047582423600639835,0.045626180519078234,0.041966300818118425
fold 6,0.08235513479545868,0.06646085822624931,0.05745461564559567,0.05305024618137395,0.04360078599614402,0.04199028403697109,0.03730286775244167,0.035513308017592254,0.031047299832425778,0.03052127984604643
fold 7,0.09831082054733997,0.07802673020826963,0.0673135863034986,0.06081366647655765,0.05908586651348742,0.048587451961066105,0.04663610081964483,0.049511430555139666,0.039327515476422076,0.03778847002540715
fold 8,0.08414563568852221,0.06198368309851503,0.0509626005749548,0.046280166267145734,0.04139517016374157,0.03525309437318356,0.03259880347492678,0.03172826608157872,0.025667738291425244,0.02768112232091274
fold 9,0.059547941565445704,0.04719908012096615,0.03394242938387227,0.030484873648856593,0.027230099503503878,0.021994943168586665,0.019429886403668207,0.018121584260613114,0.015360040229643346,0.013086691259983733
fold 10,0.0651352016307707,0.04580882159655933,0.03709150699505699,0.02758915449473231,0.02804623397193306,0.02005267849338755,0.018317362373515302,0.016903073074536222,0.014101029655527479,0.013112958784950024
fold 11,0.07305433478625976,0.05085418302138957,0.04318405525506629,0.035787349745078245,0.02949084787493727,0.026909501802098626,0.023289865624004355,0.021357293095934437,0.017540287340185992,0.01665242637945994
fold 12,0.0656116705906849,0.047072419763208015,0.0371762172942302,0.03607171653347905,0.026305524037403907,0.019001174040446735,0.018087354167316032,0.018003533312730725,0.013783921069140585,0.012990412478272144
fold 13,0.06576731673158065,0.044229656417216275,0.030409759831006036,0.023251579429900932,0.017960823900284594,0.014650137339049251,0.01334630636968844,0.008659529957306707,0.00860780254928007,0.007927419130616424
fold 14,0.06784368857958421,0.04527053150074304,0.035862115948354284,0.026210853032777474,0.022480834288095743,0.017715084585051954,0.014559391175316705,0.018303744698187074,0.02989633239036872,0.013487848759268672
fold 15,0.07847235056772964,0.043521211076828575,0.03521184863839153,0.03423128200441473,0.026434895419394405,0.020157433785607283,0.016066805465500995,0.015683140399778493,0.013455386313216878,0.011415149672833044
fold 16,0.06628819725913976,0.040621028455158616,0.03595828946390611,0.02808691068579113,0.02151479382943459,0.020518115191710724,0.017077812850463184,0.011735296274294645,0.012143685036676288,0.0075064984428839425
fold 17,0.05016200088023955,0.03014515940582593,0.02459286584359385,0.019598364156612053,0.014729609969587424,0.01659269554191572,0.01156857738352907,0.02691288280880144,0.01277601930767105,0.006294806609760902
fold 18,0.05353457955934573,0.024149153009481474,0.02202274360267135,0.013152100698425784,0.008618235653966622,0.006542327359466071,0.008932482305393325,0.00452221410803304,0.006441012070657355,0.007399020250939733
fold 19,0.05583135879245068,0.041390314904098585,0.02491175813923595,0.01863044761114452,0.012866115916312992,0.008609424038968427,0.006572656271843395,0.004124393370511825,0.002358653733472238,0.0020106704840979245
