,epoch 0,epoch 1,epoch 2,epoch 3,epoch 4,epoch 5,epoch 6,epoch 7,epoch 8,epoch 9
fold 0,47.65078307230923,81.43952015994668,86.93768743752082,89.00366544485172,89.97000999666778,90.96967677440853,91.13628790403199,92.63578807064312,93.1356214595135,93.90203265578141
fold 1,92.7357547484172,93.5021659446851,94.43518827057648,94.3352215928024,94.93502165944685,95.134955014995,95.40153282239253,95.73475508163945,95.9680106631123,96.56781072975674
fold 2,94.83505498167277,95.5348217260913,95.90136621126291,96.23458847050983,96.4011996001333,96.4011996001333,97.36754415194935,97.00099966677774,97.13428857047651,97.36754415194935
fold 3,96.30123292235922,96.70109963345551,97.00099966677774,97.10096634455182,97.36754415194935,97.73408863712096,97.9340219926691,97.9673442185938,98.26724425191603,97.76741086304565
fold 4,96.7,97.33333333333334,97.23333333333333,97.66666666666667,98.1,98.2,98.46666666666667,98.56666666666666,98.06666666666666,98.83333333333333
fold 5,97.73333333333333,98.0,98.3,98.16666666666667,98.66666666666667,98.63333333333333,98.93333333333332,99.16666666666667,99.06666666666666,99.2
fold 6,97.56666666666666,97.73333333333333,98.0,98.46666666666667,98.63333333333333,98.63333333333333,98.86666666666667,98.86666666666667,98.96666666666667,98.96666666666667
fold 7,97.5,98.03333333333333,98.06666666666666,98.53333333333333,98.53333333333333,98.6,98.83333333333333,99.1,98.8,98.86666666666667
fold 8,97.56666666666666,98.2,98.46666666666667,98.9,98.96666666666667,98.93333333333332,98.96666666666667,99.23333333333333,99.16666666666667,99.46666666666667
fold 9,97.86666666666667,98.6,98.6,98.76666666666667,99.03333333333333,99.4,99.03333333333333,99.33333333333333,99.4,99.7
fold 10,98.3,99.0,99.3,99.5,99.46666666666667,99.56666666666666,99.7,99.46666666666667,99.76666666666667,99.9
fold 11,98.33333333333333,98.6,98.6,99.2,99.23333333333333,99.53333333333333,99.43333333333332,99.43333333333332,99.43333333333332,99.6
fold 12,97.8,98.43333333333332,98.7,99.16666666666667,99.36666666666667,99.36666666666667,99.7,99.63333333333333,99.66666666666667,99.63333333333333
fold 13,97.93333333333332,98.6,98.9,99.06666666666666,99.23333333333333,99.26666666666667,99.63333333333333,99.63333333333333,99.76666666666667,99.53333333333333
fold 14,98.33333333333333,99.06666666666666,98.93333333333332,99.33333333333333,99.6,99.66666666666667,99.53333333333333,99.66666666666667,99.93333333333332,99.6
fold 15,98.36666666666667,98.76666666666667,99.1,99.36666666666667,99.1,99.5,99.56666666666666,99.53333333333333,99.8,99.83333333333333
fold 16,97.99933311103702,98.6328776258753,98.9996665555185,99.0330110036679,99.3997999333111,99.23307769256418,99.53317772590864,99.56652217405801,99.5998666222074,99.56652217405801
fold 17,98.76625541847282,99.29976658886297,99.29976658886297,99.33311103701233,99.76658886295432,99.83327775925308,99.49983327775925,99.5998666222074,99.69989996665555,99.5998666222074
fold 18,98.73291097032345,99.09969989996665,99.1997332444148,99.4331443814605,99.53317772590864,99.73324441480493,99.73324441480493,99.83327775925308,99.4331443814605,99.53317772590864
fold 19,98.56618872957652,99.06635545181727,99.4331443814605,99.6332110703568,99.3997999333111,99.66655551850617,99.36645548516172,99.89996665555185,99.93331110370124,99.96665555185061
