,epoch 0,epoch 1,epoch 2,epoch 3,epoch 4,epoch 5,epoch 6,epoch 7,epoch 8,epoch 9
fold 0,2.2268163684188136,1.453178731021502,0.9989330435036033,0.8336146730460868,0.7581283195524027,0.6945364165385037,0.6422840672612979,0.6006250065398273,0.5739213485788826,0.5535646490505989
fold 1,0.5180921495355517,0.47965800554941823,0.4513334290352681,0.4243532568216324,0.4225630001319165,0.39497304969276026,0.37041920687485214,0.3563341514164249,0.3985113753684309,0.3293962139167533
fold 2,0.34820036741516347,0.32767357657176277,0.3179021153941331,0.29417160175503554,0.27286943072745723,0.2681011126271838,0.2587655526894262,0.2622453769212527,0.23856982555578074,0.22708457049648492
fold 3,0.27165199198840273,0.23932055478903236,0.22910690755392146,0.22283648953014454,0.2235580403912837,0.20316526462749535,0.1897336457746523,0.18158444321239428,0.17817735488816405,0.18186792387127482
fold 4,0.22179034103328982,0.20004062148431936,0.1944985055178404,0.18595262532432874,0.18113892294466497,0.1801410224288702,0.1640118664285789,0.1610963045867781,0.1775615129681925,0.15276954464614392
fold 5,0.1987491637530426,0.18721094640592734,0.17142087628444036,0.1645793066980938,0.16201709982939064,0.16129028610885143,0.1545334482813875,0.14610071065525213,0.14084062544628978,0.1403786320736011
fold 6,0.17744570454582573,0.15788692065825066,0.14545600434144337,0.14171104789401093,0.1385196227952838,0.13112430579029025,0.1275906711940964,0.12131212770317991,0.11834619183714191,0.11372029546493044
fold 7,0.1910049842360119,0.1661348649735252,0.1524038076090316,0.15013162922735016,0.1444504905802508,0.14215187883625427,0.1378876430230836,0.13690677973752222,0.13264276556981106,0.13510246733824413
fold 8,0.15741581858756643,0.14541095402091742,0.13386680797828981,0.1244531117224445,0.11917897084727884,0.11487355055597921,0.1101091421674937,0.10457419047132134,0.10300847548991442,0.10111636738913754
fold 9,0.14116677667945624,0.12066817961477985,0.11282146992472311,0.1068846019078046,0.10779093097740164,0.10144284402485937,0.0955469513606901,0.09320016911563773,0.0895862858532928,0.0865756989022096
fold 10,0.12849983086343855,0.10958894895700116,0.10336672294264039,0.09083168178951989,0.08286387180909514,0.07496875858322406,0.07453520786793282,0.07030516059913983,0.06792370377108455,0.06253772454181065
fold 11,0.11700657495763153,0.10569812488431732,0.09383023417942847,0.0834210354136303,0.0839718283371379,0.07856229151754329,0.07345485567736129,0.06934424077781538,0.06817167126496013,0.0654991667616802
fold 12,0.12862725136762795,0.11958805192417155,0.10248479936737567,0.09885119514772668,0.08959306811681017,0.09055031484148154,0.08119759906393786,0.0743514103597651,0.07499685263105979,0.0731695491153126
fold 13,0.10704904151149094,0.08904366000710676,0.08323462744088223,0.07030016886147981,0.06835538922188182,0.05799696203476439,0.05879100917760904,0.05666120125756909,0.0568212009985776,0.05079152361024171
fold 14,0.10056169438098247,0.08558128799001376,0.0781224438509283,0.07009035850409419,0.06332655374659225,0.05755474204042305,0.05529630514560267,0.05556676773315606,0.050036583930098764,0.04984631554611648
fold 15,0.11296640648157336,0.08683393839125832,0.07545339020745208,0.07307052654912695,0.06722023482667282,0.0615087886286589,0.05485465974391748,0.05411449608858675,0.05546980320340178,0.051273125181905924
fold 16,0.09906431146567532,0.08149404774730404,0.06716122407233342,0.0626424200561208,0.06113769973395392,0.04943481286832442,0.052870763534835226,0.047083937538166844,0.03971135535743087,0.04236138721869793
fold 17,0.07712817765617122,0.05838708007436556,0.051362995258435455,0.04301608136777456,0.03736513726122212,0.03395032331677309,0.03653861521927562,0.03485301387457487,0.027591826868980814,0.02659459947880047
fold 18,0.0783053298019028,0.06454432543677588,0.06436400862187536,0.048347563113008314,0.042087527933375286,0.039536096748391474,0.04094739881819502,0.03794517679605633,0.03643543655964701,0.03346549272702153
fold 19,0.08464711915138953,0.05656299627580059,0.04948357257526368,0.04962691808197026,0.03919631358546515,0.036435814076491324,0.03102032412153979,0.03184606338637726,0.036873448686722744,0.026198154435527008
