,epoch 0,epoch 1,epoch 2,epoch 3,epoch 4,epoch 5,epoch 6,epoch 7,epoch 8,epoch 9
fold 0,2.2972220252541935,1.7501687942182316,0.8309189157158721,0.5916596528361825,0.5647501255951676,0.4855632916385052,0.4253015084301724,0.34616445868696066,0.3211942861477534,0.3067488490658648
fold 1,0.2825665068903975,0.2551685618419273,0.2826852433237375,0.2740882224512889,0.2179003374687597,0.2034441126674852,0.20434278585747176,0.2151099005896671,0.19090170829611666,0.20271415390900574
fold 2,0.22284204448007194,0.19006368581789965,0.18940902895787182,0.18574682893214392,0.16774876817476517,0.177501733031343,0.21521664386176886,0.15519730870922407,0.15554236985889136,0.14230714580409376
fold 3,0.17042633711118435,0.1646004066455598,0.15591944974856267,0.13540262867714845,0.12934260578292786,0.12472662503925819,0.12407907230012558,0.11984601303907659,0.11809699566961795,0.11785387771898041
fold 4,0.14443368785083294,0.12819222550839185,0.1214970352500677,0.11708592474460602,0.11925268832594156,0.10957752607762813,0.10374239735305309,0.11031439702957868,0.09831414120271802,0.09860253416001796
fold 5,0.12813969435170292,0.12000351691618562,0.10849864300340414,0.10368263609707355,0.1044592310488224,0.0967730788886547,0.09324233423918486,0.0968713991343975,0.08881665162742138,0.08393279403448105
fold 6,0.11101826714351773,0.09234224796295167,0.09307223133742809,0.09142320521175862,0.08669899236410857,0.08786302344873548,0.07671063652262092,0.07599108466878533,0.08056335974484682,0.0688891043420881
fold 7,0.12615844646468757,0.10723664896562696,0.10413979526609182,0.09304267898201943,0.09671291097998619,0.08838514044880867,0.08593837343156338,0.08551534615457058,0.07990935880690814,0.07594903069548309
fold 8,0.0977208206616342,0.08367422075942159,0.08251694729551673,0.08101308286190033,0.0727387160807848,0.0802959579974413,0.0686657331418246,0.06492940455675125,0.06460004322230815,0.06378818314522505
fold 9,0.09543321143835783,0.08043849715963006,0.07321884812787176,0.06764687691815198,0.06450488759204745,0.05868865624070167,0.05999291568994522,0.053789644362404944,0.05300262118689716,0.054442210518755016
fold 10,0.0750593763962388,0.06098726456519216,0.05598442721180618,0.05430967500433326,0.048472546115517615,0.041132206786423924,0.04557308055460453,0.03688337536063045,0.040266091292724016,0.030713193682022393
fold 11,0.08678827939555049,0.0697624443564564,0.05956769949756563,0.05379256227985024,0.056958440793678164,0.05078955003991723,0.046692090602591635,0.04386561981402338,0.0418267497420311,0.04285800838144496
fold 12,0.09167436767369509,0.06996276324614882,0.06259825785644352,0.05840175916906446,0.048749487427994606,0.0461566071677953,0.045305303037166594,0.04359811526723206,0.040940868053585294,0.034803683375939726
fold 13,0.07621952929068357,0.06108599890489131,0.053881492214277384,0.05117255479563028,0.04417015716433525,0.04221629223786295,0.0383652472589165,0.035780966985039415,0.030226918421685695,0.028715650215744973
fold 14,0.08772461620159447,0.06036261426052079,0.052531220987439155,0.05056451259180903,0.04844870264641941,0.039872251343913374,0.03912343749310821,0.035495929839089516,0.036217583576217294,0.0317761828424409
fold 15,0.0767931002471596,0.06034714594483376,0.0488569119060412,0.048426769971847534,0.0420580181479454,0.037307681841775776,0.03222589833196252,0.0290596047276631,0.03173843218944967,0.029200637154281138
fold 16,0.06862966095097363,0.05671537347137928,0.05485104856081307,0.040345618706196545,0.03539031046442687,0.036546444105915725,0.033472831724211574,0.026919529736042024,0.024366122130304577,0.022103363294154407
fold 17,0.054819092079997064,0.04250979316886514,0.036564207531046125,0.03523270925274119,0.029787435890175403,0.025125894325319677,0.023665125414263456,0.023980460385791956,0.02124141588807106,0.018433390045538546
fold 18,0.06256477307528258,0.04676194958388805,0.043965784348547456,0.035052517326548696,0.03056455685291439,0.028331245055887848,0.023840505965054035,0.0195248261699453,0.017304956931620836,0.018185941530391575
fold 19,0.06317294503562153,0.04970048740506172,0.044993764269165695,0.03478336370317266,0.03188337885425426,0.02620478080585599,0.030240715523250403,0.021905601448379455,0.01861186957685277,0.01971085441764444
