Experiment,Loss_Type,Epoch,Layer,PD_vs_GT_MSE,PD_vs_GT_MAE,PD_vs_GT_Wasserstein,PD_vs_GT_Cosine_Sim,FN_vs_GT_MSE,FN_vs_GT_MAE,FN_vs_GT_Wasserstein,FN_vs_GT_Cosine_Sim
sinkhorn 2025-10-22 10:25:31.722454 800_epoch149,sinkhorn 2025-10-22 10:25:31.722454 800,149,Layer_5,0.13694620835045365,0.3039294080014236,0.2290203390591542,0.04234086763899431,0.14495987341001432,0.31044431087945185,0.20008217861385785,0.05291854109265532
sinkhorn 2025-10-22 10:25:31.722454 800_epoch199,sinkhorn 2025-10-22 10:25:31.722454 800,199,Layer_1,0.10997345295577927,0.2678771688001987,0.19790487970893203,0.014010015411846885,0.1686068094980533,0.3259251623421548,0.06362390440543025,0.0259282271861596
sinkhorn 2025-10-22 10:25:31.722454 800_epoch199,sinkhorn 2025-10-22 10:25:31.722454 800,199,Layer_2,0.026482855581024256,0.12741784488771676,0.06765830511814676,0.007732798056231331,0.07301731472602148,0.2116363674151077,0.05688513262284081,-0.001201676295514073
sinkhorn 2025-10-22 10:25:31.722454 800_epoch199,sinkhorn 2025-10-22 10:25:31.722454 800,199,Layer_3,0.1025293115817072,0.25966976372982875,0.19546809331780318,0.1034120368327574,0.15329825286161142,0.314926306907553,0.07379901724138267,0.06340425610683194
sinkhorn 2025-10-22 10:25:31.722454 800_epoch199,sinkhorn 2025-10-22 10:25:31.722454 800,199,Layer_4,0.08607219486885659,0.23143686818087505,0.16343695609843956,0.020109469270192047,0.09610934691442898,0.2444315341134629,0.12665094531169602,0.0063550588021906865
sinkhorn 2025-10-22 10:25:31.722454 800_epoch199,sinkhorn 2025-10-22 10:25:31.722454 800,199,Layer_5,0.13690915241739293,0.30388308947429193,0.22889965923168853,0.042451879871134156,0.14558519673837267,0.31096160365530656,0.20020885324418053,0.04860135004277129
sinkhorn 2025-10-22 10:25:31.722454 800_epoch249,sinkhorn 2025-10-22 10:25:31.722454 800,249,Layer_1,0.10985498027273916,0.2677969158419194,0.19904216387552554,0.014039321913154514,0.1577180124868318,0.3152886767066877,0.07549609248105632,0.035734450125246564
sinkhorn 2025-10-22 10:25:31.722454 800_epoch249,sinkhorn 2025-10-22 10:25:31.722454 800,249,Layer_2,0.026338264990986387,0.12708916771793324,0.06879753940813081,0.008426660613636462,0.06850947756030072,0.20690836730669898,0.05198535897209152,0.001463344147714753
sinkhorn 2025-10-22 10:25:31.722454 800_epoch249,sinkhorn 2025-10-22 10:25:31.722454 800,249,Layer_3,0.10228790773108366,0.25931400332674065,0.19649210645237256,0.10405821788234076,0.15618619517168164,0.31706160240091685,0.06749722470535888,0.058191553457731755
sinkhorn 2025-10-22 10:25:31.722454 800_epoch249,sinkhorn 2025-10-22 10:25:31.722454 800,249,Layer_4,0.08592156243049855,0.23128143222427822,0.1643278680093027,0.019602566002806358,0.095526866138953,0.2437626221272929,0.12919645200005558,0.0051489149343306225
sinkhorn 2025-10-22 10:25:31.722454 800_epoch249,sinkhorn 2025-10-22 10:25:31.722454 800,249,Layer_5,0.13685783767985701,0.3038728701889387,0.2291436582390864,0.043506859065784276,0.14390784447031532,0.3093583701994652,0.20439527163785115,0.05356659346664707
sinkhorn 2025-10-22 10:25:31.722454 800_epoch299,sinkhorn 2025-10-22 10:25:31.722454 800,299,Layer_1,0.1096619891823911,0.2675336888879377,0.19947371791398344,0.015566173823005403,0.16509988249329685,0.3226792500477579,0.0741413794248246,0.02677885242817611
sinkhorn 2025-10-22 10:25:31.722454 800_epoch299,sinkhorn 2025-10-22 10:25:31.722454 800,299,Layer_2,0.02625562863271603,0.1268677862922018,0.06899385402337212,0.008732964922891091,0.07249572030068886,0.21172101521545167,0.05795821218719812,-0.0024598561141428894
sinkhorn 2025-10-22 10:25:31.722454 800_epoch299,sinkhorn 2025-10-22 10:25:31.722454 800,299,Layer_3,0.10230451884105873,0.25936896716498586,0.1974637891451931,0.10100597061329324,0.15736331882936985,0.31811279992781166,0.06861939906473905,0.0631158358713877
sinkhorn 2025-10-22 10:25:31.722454 800_epoch299,sinkhorn 2025-10-22 10:25:31.722454 800,299,Layer_4,0.08574682362911686,0.23101887788501302,0.16514453029584142,0.02051153021669321,0.09588888067661423,0.24417845806740415,0.12761437087285654,0.00700832191394399
sinkhorn 2025-10-22 10:25:31.722454 800_epoch299,sinkhorn 2025-10-22 10:25:31.722454 800,299,Layer_5,0.1366177268534877,0.30358784972913866,0.23039732942912344,0.044017360293671905,0.1438871995961312,0.30944941284470684,0.2039855547749097,0.05436192633422066
sinkhorn 2025-10-22 10:25:31.722454 800_epoch349,sinkhorn 2025-10-22 10:25:31.722454 800,349,Layer_1,0.10960747929452372,0.2675066854783748,0.19988130359526238,0.015968824482571153,0.16245621605186678,0.319798547606068,0.07317446294047208,0.024674282369134434
sinkhorn 2025-10-22 10:25:31.722454 800_epoch349,sinkhorn 2025-10-22 10:25:31.722454 800,349,Layer_2,0.026165237754705126,0.1266263053645706,0.06990606241658524,0.008390812226210196,0.06909502686700135,0.20670483927938285,0.05030228378785362,-0.0004845782799512167
sinkhorn 2025-10-22 10:25:31.722454 800_epoch349,sinkhorn 2025-10-22 10:25:31.722454 800,349,Layer_3,0.10243852802421319,0.2594474306481793,0.1968722630978937,0.10122582490608825,0.15905617446840373,0.32090119130629147,0.06842558849542643,0.06148044071372996
sinkhorn 2025-10-22 10:25:31.722454 800_epoch349,sinkhorn 2025-10-22 10:25:31.722454 800,349,Layer_4,0.08575870639528213,0.23109201511583452,0.16557377028294193,0.01985715232944293,0.09545902634364699,0.2437319373579574,0.12937248759302764,0.007457711861424538
sinkhorn 2025-10-22 10:25:31.722454 800_epoch349,sinkhorn 2025-10-22 10:25:31.722454 800,349,Layer_5,0.1366584037995607,0.3036047655522104,0.2306398114654044,0.042588085467965026,0.14336560170974486,0.30885573483814216,0.20462859218133128,0.053445718542906515
sinkhorn 2025-10-22 10:25:31.722454 800_epoch399,sinkhorn 2025-10-22 10:25:31.722454 800,399,Layer_1,0.10949992639384565,0.26745990745292075,0.20011002936937466,0.015459729408878563,0.16399640348812103,0.32229602116896205,0.0648190823967916,0.024373777038805364
sinkhorn 2025-10-22 10:25:31.722454 800_epoch399,sinkhorn 2025-10-22 10:25:31.722454 800,399,Layer_2,0.025979321988578545,0.12619467262315995,0.07104285829813183,0.009336335512241643,0.070366223860675,0.21012371266750113,0.05494213886138223,-0.00047289026713956845
sinkhorn 2025-10-22 10:25:31.722454 800_epoch399,sinkhorn 2025-10-22 10:25:31.722454 800,399,Layer_3,0.1019937708859615,0.25906869535639804,0.19887617437999994,0.10518135625957205,0.15708894440838125,0.3193553062461181,0.07255212329487207,0.06487706717803092
sinkhorn 2025-10-22 10:25:31.722454 800_epoch399,sinkhorn 2025-10-22 10:25:31.722454 800,399,Layer_4,0.0854661596896451,0.2306789806079618,0.16677607567220337,0.02145622641904807,0.09568671163975045,0.24388844138044652,0.12893324701189215,0.0057064517290335015
