Experiment,Loss_Type,Epoch,Layer,PD_vs_GT_MSE,PD_vs_GT_MAE,PD_vs_GT_Wasserstein,PD_vs_GT_Cosine_Sim,FN_vs_GT_MSE,FN_vs_GT_MAE,FN_vs_GT_Wasserstein,FN_vs_GT_Cosine_Sim
sinkhorn 2025-10-22 10:25:31.722454 800_epoch399,sinkhorn 2025-10-22 10:25:31.722454 800,399,Layer_5,0.13642908306737633,0.3034042979865792,0.23127933051949617,0.04446453956941343,0.14302009205400873,0.30866670184976613,0.2046327721639094,0.05395234253179742
sinkhorn 2025-10-22 10:25:31.722454 800_epoch449,sinkhorn 2025-10-22 10:25:31.722454 800,449,Layer_1,0.1094181680263182,0.26730196462014744,0.20098378914186693,0.015290819325042022,0.16343378709323836,0.320795453541019,0.0727244006547869,0.028490589895265168
sinkhorn 2025-10-22 10:25:31.722454 800_epoch449,sinkhorn 2025-10-22 10:25:31.722454 800,449,Layer_2,0.025987982595491295,0.12613941406375453,0.0713557306262901,0.008469038440765473,0.07064355096277196,0.20947071412904528,0.05506370090551159,-0.0030680315151054506
sinkhorn 2025-10-22 10:25:31.722454 800_epoch449,sinkhorn 2025-10-22 10:25:31.722454 800,449,Layer_3,0.10211403748085933,0.25918509411601076,0.19839519338376252,0.10355421527424383,0.1529969062365354,0.31421850824703024,0.07526282696048266,0.06597580442358829
sinkhorn 2025-10-22 10:25:31.722454 800_epoch449,sinkhorn 2025-10-22 10:25:31.722454 800,449,Layer_4,0.08552180135356155,0.23074514877489255,0.16677091719405795,0.020811126360246433,0.09537654261727896,0.24374538912134947,0.13006104108347682,0.005343498634595887
sinkhorn 2025-10-22 10:25:31.722454 800_epoch449,sinkhorn 2025-10-22 10:25:31.722454 800,449,Layer_5,0.1363280963294465,0.30332795474239693,0.23166197583212794,0.04447464661819798,0.14425138907468996,0.30978234391851855,0.20416762597514454,0.050847828982659965
sinkhorn 2025-10-22 10:25:31.722454 800_epoch499,sinkhorn 2025-10-22 10:25:31.722454 800,499,Layer_1,0.10930339535410853,0.26719475743691834,0.20157272975400894,0.016071750959008396,0.17021546613693897,0.329448557581327,0.04923802393940015,0.030002200925607566
sinkhorn 2025-10-22 10:25:31.722454 800_epoch499,sinkhorn 2025-10-22 10:25:31.722454 800,499,Layer_2,0.02595489463374374,0.12608488085904462,0.07146576307666544,0.008534211282792185,0.07540552463217982,0.21626021778688514,0.06101692146181797,-0.004139072667303256
sinkhorn 2025-10-22 10:25:31.722454 800_epoch499,sinkhorn 2025-10-22 10:25:31.722454 800,499,Layer_3,0.10207298463362303,0.25910615989142277,0.19860042637938125,0.10345430286345622,0.15327415646437664,0.31438520997201913,0.08429877245835996,0.07566939593620903
sinkhorn 2025-10-22 10:25:31.722454 800_epoch499,sinkhorn 2025-10-22 10:25:31.722454 800,499,Layer_4,0.08547617506096344,0.23070435900330702,0.16704050868018974,0.02036645020556546,0.09521065691624608,0.2434029448067475,0.13013547881930743,0.006409879697757312
sinkhorn 2025-10-22 10:25:31.722454 800_epoch499,sinkhorn 2025-10-22 10:25:31.722454 800,499,Layer_5,0.13631311259044862,0.30334001976187475,0.23204578318653635,0.04404436781899693,0.14424489044732777,0.3098877846259989,0.20295494879364312,0.051024441540273184
sinkhorn 2025-10-22 10:25:31.722454 800_epoch549,sinkhorn 2025-10-22 10:25:31.722454 800,549,Layer_1,0.10914639690057168,0.26702663164832785,0.2022429012409754,0.016019145608867805,0.17566612968752782,0.33348831750200475,0.04678710760981214,0.022697304886810148
sinkhorn 2025-10-22 10:25:31.722454 800_epoch549,sinkhorn 2025-10-22 10:25:31.722454 800,549,Layer_2,0.025879094446279866,0.12585547576469774,0.07188222778230245,0.008741029673681695,0.0786403426870892,0.22001238813623075,0.06478694630211651,-0.002867148463291165
sinkhorn 2025-10-22 10:25:31.722454 800_epoch549,sinkhorn 2025-10-22 10:25:31.722454 800,549,Layer_3,0.10199050499431683,0.25903118492835053,0.1996190248312811,0.10361263643539353,0.15674141322498947,0.31802009292981753,0.07589410011437836,0.0712230634123643
sinkhorn 2025-10-22 10:25:31.722454 800_epoch549,sinkhorn 2025-10-22 10:25:31.722454 800,549,Layer_4,0.08533880649071644,0.23050665322930716,0.16800128148215426,0.020678891515605216,0.09481772994068931,0.24275034062546688,0.13186254858748359,0.006373034539855417
sinkhorn 2025-10-22 10:25:31.722454 800_epoch549,sinkhorn 2025-10-22 10:25:31.722454 800,549,Layer_5,0.13606715595957858,0.30308530582453574,0.23273954805290992,0.04541304434770853,0.14379471383703307,0.3095428822951803,0.2051661091162898,0.04949852509468697
sinkhorn 2025-10-22 10:25:31.722454 800_epoch599,sinkhorn 2025-10-22 10:25:31.722454 800,599,Layer_1,0.10902990331574115,0.2669367101038298,0.20282909036792324,0.016784807036868805,0.17540231923383012,0.33418566648883463,0.044743206733830074,0.025000380270855656
sinkhorn 2025-10-22 10:25:31.722454 800_epoch599,sinkhorn 2025-10-22 10:25:31.722454 800,599,Layer_2,0.025743902439975742,0.1255015554515127,0.07276694565221023,0.009061722768166811,0.07960142406298265,0.22168096741747517,0.06628257459202581,-0.0081247810044721
sinkhorn 2025-10-22 10:25:31.722454 800_epoch599,sinkhorn 2025-10-22 10:25:31.722454 800,599,Layer_3,0.10183106197651966,0.25888650823347414,0.20015158110920045,0.10553838098888532,0.1553656685924835,0.3164956591041126,0.0796450738287836,0.07745812603219886
sinkhorn 2025-10-22 10:25:31.722454 800_epoch599,sinkhorn 2025-10-22 10:25:31.722454 800,599,Layer_4,0.08520735522106167,0.23031960429010984,0.1688613104863759,0.020905204825897743,0.0943744788198906,0.24229057508751237,0.13217314421215892,0.0072507201508608754
sinkhorn 2025-10-22 10:25:31.722454 800_epoch599,sinkhorn 2025-10-22 10:25:31.722454 800,599,Layer_5,0.13581699821827534,0.30283496871328003,0.23421197742431477,0.04669506071150356,0.14319600226953405,0.30872945621860465,0.2066714729619517,0.053103639337661414
sinkhorn 2025-10-22 10:25:31.722454 800_epoch649,sinkhorn 2025-10-22 10:25:31.722454 800,649,Layer_1,0.10866492998307396,0.2664774345360176,0.2057020432036436,0.017180654967976168,0.16505190426232694,0.32277806990598873,0.06610721050475213,0.026050502973612215
sinkhorn 2025-10-22 10:25:31.722454 800_epoch649,sinkhorn 2025-10-22 10:25:31.722454 800,649,Layer_2,0.025548482281234883,0.1249677922449659,0.07416159297732876,0.010642491763901408,0.07012632079974512,0.2084762818458786,0.05195850314128644,-0.00015394890413809618
sinkhorn 2025-10-22 10:25:31.722454 800_epoch649,sinkhorn 2025-10-22 10:25:31.722454 800,649,Layer_3,0.10167193188182892,0.2587426349624124,0.2010545975981702,0.10592211453096431,0.15742064936355699,0.31925694241933544,0.0746417877771627,0.07100364469272141
sinkhorn 2025-10-22 10:25:31.722454 800_epoch649,sinkhorn 2025-10-22 10:25:31.722454 800,649,Layer_4,0.084939626722813,0.22998528156558673,0.1706558903246431,0.02131250008747491,0.09341402128588293,0.24117161648965305,0.1368208848743138,0.006892843312586838
sinkhorn 2025-10-22 10:25:31.722454 800_epoch649,sinkhorn 2025-10-22 10:25:31.722454 800,649,Layer_5,0.13549738530369212,0.30253012710967914,0.23605674579618968,0.047247573018938685,0.14266442105842506,0.3082037497389609,0.20980876739098808,0.05265076475076208
sinkhorn 2025-10-22 10:25:31.722454 800_epoch699,sinkhorn 2025-10-22 10:25:31.722454 800,699,Layer_1,0.10826399283340342,0.26609675456994253,0.20791491774710405,0.01815444129058092,0.1687260017102329,0.32595732993129045,0.05741185976146255,0.026479789288907662
sinkhorn 2025-10-22 10:25:31.722454 800_epoch699,sinkhorn 2025-10-22 10:25:31.722454 800,699,Layer_2,0.025364247107420013,0.12449661672015756,0.0758359147365956,0.009848057513284776,0.0722630988927348,0.20967267565224396,0.05420947891393357,-0.0001599844623997865
sinkhorn 2025-10-22 10:25:31.722454 800_epoch699,sinkhorn 2025-10-22 10:25:31.722454 800,699,Layer_3,0.10132111956073948,0.25846714268665083,0.2026828517673034,0.10999118595493114,0.16033878555134584,0.3221800277640824,0.06641737932772743,0.06677531609054252
sinkhorn 2025-10-22 10:25:31.722454 800_epoch699,sinkhorn 2025-10-22 10:25:31.722454 800,699,Layer_4,0.08459332636581222,0.2295598939643474,0.1727307106423255,0.022503037762524488,0.09463818996162257,0.24261299476570808,0.13292890209961053,0.0066589377097876845
sinkhorn 2025-10-22 10:25:31.722454 800_epoch699,sinkhorn 2025-10-22 10:25:31.722454 800,699,Layer_5,0.1351909497827441,0.3022318892029543,0.23755140669173913,0.04876046920991277,0.145334932448485,0.3108011811167698,0.20300844472041865,0.04753122654902895
sinkhorn 2025-10-22 10:25:31.722454 800_epoch749,sinkhorn 2025-10-22 10:25:31.722454 800,749,Layer_1,0.10776202917982622,0.2655751077922177,0.2112953295468725,0.019283122876036594,0.1695636529888737,0.32534799546241805,0.058946022553618214,0.030053308406200772
sinkhorn 2025-10-22 10:25:31.722454 800_epoch749,sinkhorn 2025-10-22 10:25:31.722454 800,749,Layer_2,0.025069636228656295,0.12370745130467345,0.07838014327013304,0.010655370089294021,0.07125640384268703,0.2079592823018515,0.05127554966155254,-0.00359749486531913
sinkhorn 2025-10-22 10:25:31.722454 800_epoch749,sinkhorn 2025-10-22 10:25:31.722454 800,749,Layer_3,0.10095553315535485,0.25813309775294846,0.20573839514416006,0.11137311511279001,0.15884891472317755,0.3199579975017204,0.07275764309432567,0.07303515094808216
sinkhorn 2025-10-22 10:25:31.722454 800_epoch749,sinkhorn 2025-10-22 10:25:31.722454 800,749,Layer_4,0.08419158041582116,0.22900927878173588,0.17574749260770434,0.023093690207893744,0.09367084958568878,0.24153046970251796,0.1357663914342019,0.009151058572234834
sinkhorn 2025-10-22 10:25:31.722454 800_epoch749,sinkhorn 2025-10-22 10:25:31.722454 800,749,Layer_5,0.1346449683729953,0.30167442698429947,0.24067547372865317,0.051576566006819785,0.14360490332332254,0.309317224672253,0.20677421231691562,0.05235960794753341
sinkhorn 2025-11-03 16:02:07.335521 750_epoch49,sinkhorn 2025-11-03 16:02:07.335521 750,49,Layer_1,0.10516880987357498,0.26248301206370517,0.23450743105787938,0.01750600996024191,0.140071127805146,0.29736899586701304,0.1182328100011946,-0.004524637638717046
sinkhorn 2025-11-03 16:02:07.335521 750_epoch49,sinkhorn 2025-11-03 16:02:07.335521 750,49,Layer_2,0.023573415651337623,0.11960456784572075,0.0989203084853267,0.01216925939409908,0.04970952867457532,0.17545959188632107,0.012346299883484981,0.0034716417994772046
sinkhorn 2025-11-03 16:02:07.335521 750_epoch49,sinkhorn 2025-11-03 16:02:07.335521 750,49,Layer_3,0.0983050716455186,0.2566767867826896,0.22807358640178593,0.1464884107322477,0.15156958300578074,0.31211254570229896,0.11113446939669532,0.10239391178781304
sinkhorn 2025-11-03 16:02:07.335521 750_epoch49,sinkhorn 2025-11-03 16:02:07.335521 750,49,Layer_4,0.08159498045567201,0.225330008942701,0.1998756868564994,0.03739627751794687,0.08903856340927507,0.23543363210500834,0.15268268096477425,0.015402570410550934
sinkhorn 2025-11-03 16:02:07.335521 750_epoch49,sinkhorn 2025-11-03 16:02:07.335521 750,49,Layer_5,0.13202540619024186,0.2989146377212829,0.2649203589042753,0.06523221264284026,0.14387242695320998,0.31031224657499457,0.2076131047731734,0.03314981543407828
sinkhorn 2025-11-03 16:02:07.335521 750_epoch99,sinkhorn 2025-11-03 16:02:07.335521 750,99,Layer_1,0.15773681649796714,0.3182805549380532,0.08313404060153083,0.02886144885218492,0.18137156792709197,0.34059705379586197,0.03735185297305957,0.00033295510431887153
sinkhorn 2025-11-03 16:02:07.335521 750_epoch99,sinkhorn 2025-11-03 16:02:07.335521 750,99,Layer_2,0.0629747626583496,0.19971945267450936,0.04205621780860156,0.007331695479722932,0.05688477342227644,0.18936579071362156,0.03146215866202886,0.007632755469420876
sinkhorn 2025-11-03 16:02:07.335521 750_epoch99,sinkhorn 2025-11-03 16:02:07.335521 750,99,Layer_3,0.17073959549180545,0.32829601996612773,0.06398280264689579,0.01623083859532246,0.15532064728463774,0.31742860246633986,0.06100856126978997,0.04270555384986798
sinkhorn 2025-11-03 16:02:07.335521 750_epoch99,sinkhorn 2025-11-03 16:02:07.335521 750,99,Layer_4,0.14770538180264148,0.30544762877454895,0.020014094556708155,0.002867599552383862,0.13008290762271407,0.28494350090088,0.045751205700222376,0.009321392339441147
sinkhorn 2025-11-03 16:02:07.335521 750_epoch99,sinkhorn 2025-11-03 16:02:07.335521 750,99,Layer_5,0.1962379363537119,0.3594050591635036,0.09894653497924046,0.01961031787768073,0.21333486274765176,0.37152070776311913,0.07588069802243849,0.0039380778851571836
sinkhorn 2025-11-03 16:02:07.335521 750_epoch149,sinkhorn 2025-11-03 16:02:07.335521 750,149,Layer_1,0.10737783104856807,0.2650202595389197,0.21555553451217097,0.00878723030380649,0.15221766824684474,0.30992407935621785,0.10477651214022118,-0.013519426123827645
sinkhorn 2025-11-03 16:02:07.335521 750_epoch149,sinkhorn 2025-11-03 16:02:07.335521 750,149,Layer_2,0.023814229281296177,0.12014236136187154,0.09279682721872365,0.013173900106682068,0.059843733867244814,0.19013879109605472,0.028224883125039676,0.000862626994004642
sinkhorn 2025-11-03 16:02:07.335521 750_epoch149,sinkhorn 2025-11-03 16:02:07.335521 750,149,Layer_3,0.10150190795148847,0.2596686000883329,0.2098226685748528,0.09461672361815072,0.14272008740382222,0.30283863818721624,0.11885095372018688,0.08760639825663043
sinkhorn 2025-11-03 16:02:07.335521 750_epoch149,sinkhorn 2025-11-03 16:02:07.335521 750,149,Layer_4,0.08335460976010897,0.227919028085707,0.18388260633024534,0.023483792493895726,0.08774213166796631,0.23390145944274054,0.15573358334204357,0.023838486319229652
sinkhorn 2025-11-03 16:02:07.335521 750_epoch149,sinkhorn 2025-11-03 16:02:07.335521 750,149,Layer_5,0.13378721972045263,0.3007089781415303,0.24682286158248629,0.06163183687732983,0.14072452371457747,0.30687092473330374,0.2125871876665682,0.04503280007040565
sinkhorn 2025-11-03 16:02:07.335521 750_epoch199,sinkhorn 2025-11-03 16:02:07.335521 750,199,Layer_1,0.10504304402087067,0.2624858827047268,0.23604151389051625,0.02044833331477546,0.1461835415570416,0.304004103028985,0.10290267597756088,0.006048132814049907
sinkhorn 2025-11-03 16:02:07.335521 750_epoch199,sinkhorn 2025-11-03 16:02:07.335521 750,199,Layer_2,0.02314666870154402,0.11841650643028946,0.10384333311442576,0.02145143774905423,0.05553831724470061,0.18485051622482826,0.027139260112680225,0.0024476716636777514
sinkhorn 2025-11-03 16:02:07.335521 750_epoch199,sinkhorn 2025-11-03 16:02:07.335521 750,199,Layer_3,0.0984635228455683,0.25644700368404194,0.23017291753618216,0.1408233108977841,0.15234434887375628,0.3111267248820623,0.120169568616598,0.10702996828626068
sinkhorn 2025-11-03 16:02:07.335521 750_epoch199,sinkhorn 2025-11-03 16:02:07.335521 750,199,Layer_4,0.081276275070112,0.22505393040787924,0.2042321833098315,0.04303816494865394,0.08754007107039419,0.23371441408023616,0.15580680709467845,0.0263386535005008
sinkhorn 2025-11-03 16:02:07.335521 750_epoch199,sinkhorn 2025-11-03 16:02:07.335521 750,199,Layer_5,0.13141300051923757,0.2982484129175656,0.26970478576291446,0.07524144388025603,0.13816332475936915,0.3046210014773658,0.22576027386905778,0.04635956914469042
sinkhorn 2025-11-03 16:02:07.335521 750_epoch249,sinkhorn 2025-11-03 16:02:07.335521 750,249,Layer_1,0.12940041444026124,0.28789482286558804,0.13325009585951822,-0.0019734323696578445,0.1565379375810265,0.31524573602544054,0.07330629462694448,-0.0029724477069182917
sinkhorn 2025-11-03 16:02:07.335521 750_epoch249,sinkhorn 2025-11-03 16:02:07.335521 750,249,Layer_2,0.029390787181226497,0.13425916975435728,0.05556714267124527,0.005777560697072401,0.04149961610090396,0.16019584964203804,0.015515719102678245,0.0044589388318066565
sinkhorn 2025-11-03 16:02:07.335521 750_epoch249,sinkhorn 2025-11-03 16:02:07.335521 750,249,Layer_3,0.12407652528978015,0.2839092645444431,0.12263897604552106,0.04943935431620683,0.15488617012803113,0.3154097324216895,0.05949271459037327,0.04760851973656615
sinkhorn 2025-11-03 16:02:07.335521 750_epoch249,sinkhorn 2025-11-03 16:02:07.335521 750,249,Layer_4,0.10001409481991493,0.24924779115622678,0.11186954857860025,0.013000501942738987,0.11287915194568934,0.26483576017896615,0.0778163317633013,0.009521958888076486
sinkhorn 2025-11-03 16:02:07.335521 750_epoch249,sinkhorn 2025-11-03 16:02:07.335521 750,249,Layer_5,0.16239049589617544,0.32666113668392976,0.15429189753184147,0.0243198137407159,0.18556958627606446,0.3476613859310367,0.11573047946078864,0.03568938067102957
sinkhorn 2025-11-03 16:02:07.335521 750_epoch299,sinkhorn 2025-11-03 16:02:07.335521 750,299,Layer_1,0.17290649376717765,0.32956370860704776,0.06874927207086187,-0.029768142814422378,0.15004922569020582,0.3070439547037503,0.11693752657517176,-0.028941350069958013
sinkhorn 2025-11-03 16:02:07.335521 750_epoch299,sinkhorn 2025-11-03 16:02:07.335521 750,299,Layer_2,0.03874598073118647,0.15337125318960562,0.0266896518834197,0.0009400507766856495,0.04775003501337467,0.17115652959894667,0.006304698451956299,0.008237910410914212
sinkhorn 2025-11-03 16:02:07.335521 750_epoch299,sinkhorn 2025-11-03 16:02:07.335521 750,299,Layer_3,0.17056866436166615,0.32945405922396864,0.06138128560819986,0.017547740943282666,0.13125267318275782,0.29041431979812854,0.11109353184338096,0.0868806296181651
sinkhorn 2025-11-03 16:02:07.335521 750_epoch299,sinkhorn 2025-11-03 16:02:07.335521 750,299,Layer_4,0.13971526690332975,0.29192462754487897,0.04815047051941296,0.005694738839661345,0.09003919091843057,0.23678396719961423,0.14761027646893643,0.020566307229085132
sinkhorn 2025-11-03 16:02:07.335521 750_epoch299,sinkhorn 2025-11-03 16:02:07.335521 750,299,Layer_5,0.2242581025041555,0.3775176721885024,0.07165785596016312,-0.0014242944964288405,0.14445345759117573,0.3105135059146057,0.2069280713457271,0.01859715814493993
sinkhorn 2025-11-03 16:02:07.335521 750_epoch349,sinkhorn 2025-11-03 16:02:07.335521 750,349,Layer_1,0.1784505728678953,0.3344080995121585,0.05937583341529418,-0.026650639578295082,0.14005333638267609,0.29605936923008125,0.12401278913292392,-0.0006679598582547455
sinkhorn 2025-11-03 16:02:07.335521 750_epoch349,sinkhorn 2025-11-03 16:02:07.335521 750,349,Layer_2,0.03654571261591207,0.1482814762075042,0.0342546382574429,0.0014484492306393042,0.047253122462252585,0.17026316678984973,0.012986721788989462,0.007902706722434018
sinkhorn 2025-11-03 16:02:07.335521 750_epoch349,sinkhorn 2025-11-03 16:02:07.335521 750,349,Layer_3,0.1788604123399875,0.33626139045259323,0.05374872623026339,0.018062658400292832,0.1402653092721021,0.3019922061468934,0.1253154120626768,0.09449232769436254
sinkhorn 2025-11-03 16:02:07.335521 750_epoch349,sinkhorn 2025-11-03 16:02:07.335521 750,349,Layer_4,0.14403622811662678,0.29552192239751124,0.043648929934112714,0.0067106009434308115,0.08852445643382523,0.23532358620999339,0.15409486241105178,0.025868273595387965
sinkhorn 2025-11-03 16:02:07.335521 750_epoch349,sinkhorn 2025-11-03 16:02:07.335521 750,349,Layer_5,0.23411756473692824,0.38514625749335807,0.05902515673892623,-0.0030616508441500185,0.14525646109673745,0.31176071380868214,0.20782681793107988,0.02822092763015881
sinkhorn 2025-11-03 16:02:07.335521 750_epoch399,sinkhorn 2025-11-03 16:02:07.335521 750,399,Layer_1,0.1891494242599599,0.3447706832266194,0.03916528603488472,-0.02933136401178538,0.15161441429048436,0.30726767911792097,0.12468516684507727,-0.028337887712447926
sinkhorn 2025-11-03 16:02:07.335521 750_epoch399,sinkhorn 2025-11-03 16:02:07.335521 750,399,Layer_2,0.04049072424531015,0.15671739607374877,0.01990018701328831,-0.00026389835708104213,0.05099036748894387,0.175814741401934,0.010590477281492759,0.0007152042401830847
sinkhorn 2025-11-03 16:02:07.335521 750_epoch399,sinkhorn 2025-11-03 16:02:07.335521 750,399,Layer_3,0.1847309321086989,0.3418010604239868,0.045007072080005546,0.01894188411806177,0.13681405687393877,0.2982048160822696,0.11673409075935703,0.08562549588381667
sinkhorn 2025-11-03 16:02:07.335521 750_epoch399,sinkhorn 2025-11-03 16:02:07.335521 750,399,Layer_4,0.150795355970142,0.30323796011646154,0.028013487070660363,0.005774650477564638,0.08722975206955906,0.23316481676013281,0.15889023047480408,0.022113724382834397
sinkhorn 2025-11-03 16:02:07.335521 750_epoch399,sinkhorn 2025-11-03 16:02:07.335521 750,399,Layer_5,0.24157062937600365,0.3912999699845652,0.0450163397200978,-0.0033642136325014336,0.14124456459106063,0.30800109091626965,0.21604627082254846,0.023929006285460727
sinkhorn 2025-11-03 16:02:07.335521 750_epoch449,sinkhorn 2025-11-03 16:02:07.335521 750,449,Layer_1,0.19170944580320967,0.34762765493354614,0.032339245096115715,-0.02735191396735175,0.16542652544264608,0.3217398349526273,0.07618477862453739,-0.0025570140977080173
sinkhorn 2025-11-03 16:02:07.335521 750_epoch449,sinkhorn 2025-11-03 16:02:07.335521 750,449,Layer_2,0.042521594814651634,0.16111597967804744,0.012528335204805558,-0.000275007680689412,0.03896965346077434,0.15545063850025057,0.018897162300495617,0.0018627929246835164
sinkhorn 2025-11-03 16:02:07.335521 750_epoch449,sinkhorn 2025-11-03 16:02:07.335521 750,449,Layer_3,0.19275223225994118,0.3500681620538005,0.0372730552870628,0.013511129086282443,0.15814641973863472,0.3176683889721893,0.0692956530249197,0.0206330038987441
sinkhorn 2025-11-03 16:02:07.335521 750_epoch449,sinkhorn 2025-11-03 16:02:07.335521 750,449,Layer_4,0.1579133940374394,0.3114938401438705,0.018259385222950838,0.005414994291823097,0.12399465249967782,0.2771321782883563,0.059179077111674576,0.01658523441409613
sinkhorn 2025-11-03 16:02:07.335521 750_epoch449,sinkhorn 2025-11-03 16:02:07.335521 750,449,Layer_5,0.24859977432222125,0.3976424947921518,0.03302897796886767,-0.0025086517625621764,0.18494496486985784,0.3467212888511003,0.10554318529683658,0.006799348539963955
sinkhorn 2025-11-20 09:29:48.453823 750_epoch49,sinkhorn 2025-11-20 09:29:48.453823 750,49,Layer_1,0.13517248288011272,0.2954718145755651,0.11960717885653827,0.027190072797987505,0.15358948099750142,0.3119063909703901,0.08881207543165186,0.017123604538482832
sinkhorn 2025-11-20 09:29:48.453823 750_epoch49,sinkhorn 2025-11-20 09:29:48.453823 750,49,Layer_2,0.05914910408989181,0.1816872638963197,0.030063819940324987,-0.007663512945321637,0.060449661647964066,0.18801310955746428,0.025113720906856006,-0.006057773256761303
sinkhorn 2025-11-20 09:29:48.453823 750_epoch49,sinkhorn 2025-11-20 09:29:48.453823 750,49,Layer_3,0.12603422212758916,0.28717029286516615,0.11857045003817693,0.04126343492432267,0.13687675315856107,0.2967281713999914,0.11029530215539968,0.05239933978335192
sinkhorn 2025-11-20 09:29:48.453823 750_epoch49,sinkhorn 2025-11-20 09:29:48.453823 750,49,Layer_4,0.11062750420493113,0.26069598324891885,0.08926355236746407,0.015095907565671822,0.095808431242729,0.243473090178253,0.13316046409783872,0.02113961490018244
sinkhorn 2025-11-20 09:29:48.453823 750_epoch49,sinkhorn 2025-11-20 09:29:48.453823 750,49,Layer_5,0.16533629509591016,0.32852379143035537,0.15634938081381433,0.029983731252191788,0.14952640289608193,0.3143126542305795,0.19271672526972092,0.04493230134063601
sinkhorn 2025-11-20 09:29:48.453823 750_epoch99,sinkhorn 2025-11-20 09:29:48.453823 750,99,Layer_1,0.104648096568265,0.26193023105299,0.23682266276387173,0.034530509181568476,0.15307898244198906,0.3108873318693645,0.09173057483629006,0.008784780610390185
sinkhorn 2025-11-20 09:29:48.453823 750_epoch99,sinkhorn 2025-11-20 09:29:48.453823 750,99,Layer_2,0.023080649419964065,0.11824797649316215,0.10413557028247336,0.03060985679228936,0.05639780269741892,0.18628314070629126,0.03406688579388075,0.0005646903954828712
sinkhorn 2025-11-20 09:29:48.453823 750_epoch99,sinkhorn 2025-11-20 09:29:48.453823 750,99,Layer_3,0.098306154654702,0.25622553378255386,0.2276937850911215,0.1462424925308505,0.15208794278252932,0.31316226152106974,0.10491079774078334,0.10461609935527523
sinkhorn 2025-11-20 09:29:48.453823 750_epoch99,sinkhorn 2025-11-20 09:29:48.453823 750,99,Layer_4,0.08131905263059408,0.22509541369739325,0.2018738756256728,0.045554562817246944,0.08831642665293907,0.23479933461321084,0.1535138968193586,0.0215824187305116
sinkhorn 2025-11-20 09:29:48.453823 750_epoch99,sinkhorn 2025-11-20 09:29:48.453823 750,99,Layer_5,0.13140770096140342,0.2982500722756883,0.26874581713247436,0.07730789289176764,0.1395861922304516,0.30648591526025454,0.22035346838541126,0.04640094787871326
sinkhorn 2025-11-20 09:29:48.453823 750_epoch149,sinkhorn 2025-11-20 09:29:48.453823 750,149,Layer_1,0.12922174684817925,0.2899222820372861,0.1383017007158265,0.00650522416893299,0.15238737378181288,0.31212885924339584,0.08706361030259563,-0.0038538146030358293
sinkhorn 2025-11-20 09:29:48.453823 750_epoch149,sinkhorn 2025-11-20 09:29:48.453823 750,149,Layer_2,0.04434182092334836,0.16735293572712526,0.012429796808640467,0.010197819619220358,0.050799920033923904,0.17859613314619655,0.023385397000273343,0.0067812589547408125
sinkhorn 2025-11-20 09:29:48.453823 750_epoch149,sinkhorn 2025-11-20 09:29:48.453823 750,149,Layer_3,0.12536813195151492,0.2834893080946324,0.12256267572740845,0.06397603944806797,0.1440058542584392,0.30552751305795955,0.07592419119463316,0.04592947170206351
sinkhorn 2025-11-20 09:29:48.453823 750_epoch149,sinkhorn 2025-11-20 09:29:48.453823 750,149,Layer_4,0.10905476879646488,0.26094499831777596,0.09028275997826371,0.005790020852727336,0.10962168082186728,0.26163175918782605,0.08728304700861532,0.015588581176908457
sinkhorn 2025-11-20 09:29:48.453823 750_epoch149,sinkhorn 2025-11-20 09:29:48.453823 750,149,Layer_5,0.15641335158242078,0.3228835241678497,0.17026464353304022,0.010272134223993777,0.1724108329396032,0.3357194443734752,0.13126360270838583,0.01906554442537275
sinkhorn 2025-11-20 09:29:48.453823 750_epoch199,sinkhorn 2025-11-20 09:29:48.453823 750,199,Layer_1,0.10536357880900292,0.2628751772375118,0.2299539032840043,0.024640015202005427,0.15856567310925063,0.3164393813581765,0.09079718476361727,-0.006634692499383027
sinkhorn 2025-11-20 09:29:48.453823 750_epoch199,sinkhorn 2025-11-20 09:29:48.453823 750,199,Layer_2,0.023172915250271157,0.11847076248117254,0.10262808488292527,0.02427904439733376,0.0584329794896216,0.1897689369102493,0.03276256983621548,0.007508655069103367
sinkhorn 2025-11-20 09:29:48.453823 750_epoch199,sinkhorn 2025-11-20 09:29:48.453823 750,199,Layer_3,0.09875237100378773,0.2567458938971351,0.22632076555470707,0.13671248175460826,0.15818987299761947,0.3179783553908683,0.12679456165505312,0.10799543565354111
sinkhorn 2025-11-20 09:29:48.453823 750_epoch199,sinkhorn 2025-11-20 09:29:48.453823 750,199,Layer_4,0.08149293419782615,0.22534494876299926,0.20118455548406092,0.04079507326914793,0.08704458542289188,0.23315551253195568,0.15936596084933222,0.02067582592031779
sinkhorn 2025-11-20 09:29:48.453823 750_epoch199,sinkhorn 2025-11-20 09:29:48.453823 750,199,Layer_5,0.13182731196399664,0.2986296734966651,0.26561910464586524,0.06800665512347641,0.1402761602770148,0.30691229078809484,0.2224099672986976,0.036523262680992666
sinkhorn 2025-11-20 09:29:48.453823 750_epoch249,sinkhorn 2025-11-20 09:29:48.453823 750,249,Layer_1,0.10467106000275651,0.261959650759089,0.239224796920055,0.02843161288242582,0.14495280471026561,0.3046398518115954,0.10805194818400558,-0.011991334006273025
