Experiment,Loss_Type,Epoch,Layer,PD_vs_FN_MSE,PD_vs_FN_MAE,PD_vs_FN_Wasserstein,PD_vs_FN_Cosine_Sim
sinkhorn 2025-10-22 10:25:31.722454 800_epoch749,sinkhorn 2025-10-22 10:25:31.722454 800,749,Layer_5,0.01734464223096766,0.1046575586301849,0.04247559859344812,0.25833277411460664
sinkhorn 2025-11-03 16:02:07.335521 750_epoch49,sinkhorn 2025-11-03 16:02:07.335521 750,49,Layer_1,0.03207146179639763,0.14877247883185757,0.13274361441988214,0.330352189865771
sinkhorn 2025-11-03 16:02:07.335521 750_epoch49,sinkhorn 2025-11-03 16:02:07.335521 750,49,Layer_2,0.025703723511524026,0.12332692201052667,0.10815581301201985,0.22317868861815213
sinkhorn 2025-11-03 16:02:07.335521 750_epoch49,sinkhorn 2025-11-03 16:02:07.335521 750,49,Layer_3,0.05261217800572287,0.18371501514393518,0.1672746525584078,0.6206717740801145
sinkhorn 2025-11-03 16:02:07.335521 750_epoch49,sinkhorn 2025-11-03 16:02:07.335521 750,49,Layer_4,0.006977428264360634,0.06475210111942074,0.04729513645433613,0.46085166466212063
sinkhorn 2025-11-03 16:02:07.335521 750_epoch49,sinkhorn 2025-11-03 16:02:07.335521 750,49,Layer_5,0.009477006974911311,0.07610369443858309,0.058059537165439455,0.648485058585098
sinkhorn 2025-11-03 16:02:07.335521 750_epoch99,sinkhorn 2025-11-03 16:02:07.335521 750,99,Layer_1,0.18188918091514508,0.3414664869361066,0.048171015007713765,-0.35061392579275485
sinkhorn 2025-11-03 16:02:07.335521 750_epoch99,sinkhorn 2025-11-03 16:02:07.335521 750,99,Layer_2,0.09285468244308562,0.24490156109711902,0.020427744707029082,-0.24058215769431193
sinkhorn 2025-11-03 16:02:07.335521 750_epoch99,sinkhorn 2025-11-03 16:02:07.335521 750,99,Layer_3,0.16215525858600094,0.30794535569399073,0.04802085442742347,-0.20230465888745633
sinkhorn 2025-11-03 16:02:07.335521 750_epoch99,sinkhorn 2025-11-03 16:02:07.335521 750,99,Layer_4,0.1457308943805316,0.30760804066526687,0.034357439741393735,-0.24533251905044468
sinkhorn 2025-11-03 16:02:07.335521 750_epoch99,sinkhorn 2025-11-03 16:02:07.335521 750,99,Layer_5,0.16920991408648897,0.32328510099176033,0.027025608786885365,-0.12489967198575765
sinkhorn 2025-11-03 16:02:07.335521 750_epoch149,sinkhorn 2025-11-03 16:02:07.335521 750,149,Layer_1,0.04076511973209888,0.162359840757319,0.13488580915358075,0.3463960298221564
sinkhorn 2025-11-03 16:02:07.335521 750_epoch149,sinkhorn 2025-11-03 16:02:07.335521 750,149,Layer_2,0.03639906993151078,0.14397346896947613,0.12088061088756911,0.12994055779906227
sinkhorn 2025-11-03 16:02:07.335521 750_epoch149,sinkhorn 2025-11-03 16:02:07.335521 750,149,Layer_3,0.03692607535366622,0.15170651082051115,0.12725596223740263,0.6809588709984928
sinkhorn 2025-11-03 16:02:07.335521 750_epoch149,sinkhorn 2025-11-03 16:02:07.335521 750,149,Layer_4,0.006046041071840347,0.06160290492675317,0.028579158011203202,0.49733339840595814
sinkhorn 2025-11-03 16:02:07.335521 750_epoch149,sinkhorn 2025-11-03 16:02:07.335521 750,149,Layer_5,0.0069841845564137224,0.06636748730049434,0.03517111758182161,0.6675828272117641
sinkhorn 2025-11-03 16:02:07.335521 750_epoch199,sinkhorn 2025-11-03 16:02:07.335521 750,199,Layer_1,0.03815002451968818,0.15747257119917082,0.1440983551545513,0.4016944118198288
sinkhorn 2025-11-03 16:02:07.335521 750_epoch199,sinkhorn 2025-11-03 16:02:07.335521 750,199,Layer_2,0.03271146270484971,0.13888995722302608,0.12614260041749228,0.05772561595327221
sinkhorn 2025-11-03 16:02:07.335521 750_epoch199,sinkhorn 2025-11-03 16:02:07.335521 750,199,Layer_3,0.05366468728186933,0.18026536234969884,0.16574928988677745,0.6505130326831332
sinkhorn 2025-11-03 16:02:07.335521 750_epoch199,sinkhorn 2025-11-03 16:02:07.335521 750,199,Layer_4,0.0065587824320084255,0.063748090223329,0.048452687644336384,0.4011335982924291
sinkhorn 2025-11-03 16:02:07.335521 750_epoch199,sinkhorn 2025-11-03 16:02:07.335521 750,199,Layer_5,0.00557947982997589,0.062290208897977865,0.046679303539270654,0.6853215568700919
sinkhorn 2025-11-03 16:02:07.335521 750_epoch249,sinkhorn 2025-11-03 16:02:07.335521 750,249,Layer_1,0.029324625522088164,0.12397619877496986,0.060212660760799015,0.6594636104709016
sinkhorn 2025-11-03 16:02:07.335521 750_epoch249,sinkhorn 2025-11-03 16:02:07.335521 750,249,Layer_2,0.011287411054205691,0.07841941036650972,0.04591022560157278,0.6324511093761169
sinkhorn 2025-11-03 16:02:07.335521 750_epoch249,sinkhorn 2025-11-03 16:02:07.335521 750,249,Layer_3,0.0323196741879853,0.12261703512957255,0.06336639912985781,0.6925147639568949
sinkhorn 2025-11-03 16:02:07.335521 750_epoch249,sinkhorn 2025-11-03 16:02:07.335521 750,249,Layer_4,0.019743959895073784,0.09787412380122902,0.0341654612344216,0.6452001641768115
sinkhorn 2025-11-03 16:02:07.335521 750_epoch249,sinkhorn 2025-11-03 16:02:07.335521 750,249,Layer_5,0.03376724004454995,0.12750610154462078,0.059420524860963934,0.6672221710675478
sinkhorn 2025-11-03 16:02:07.335521 750_epoch299,sinkhorn 2025-11-03 16:02:07.335521 750,299,Layer_1,0.08540896006895644,0.2307445615660092,0.07174860794845968,0.195791934229168
sinkhorn 2025-11-03 16:02:07.335521 750_epoch299,sinkhorn 2025-11-03 16:02:07.335521 750,299,Layer_2,0.04264700047049791,0.16045907276999846,0.030793255399695383,-0.03893772188259568
sinkhorn 2025-11-03 16:02:07.335521 750_epoch299,sinkhorn 2025-11-03 16:02:07.335521 750,299,Layer_3,0.10814728354955486,0.2525232869002143,0.07516542220409893,0.06635868840726661
sinkhorn 2025-11-03 16:02:07.335521 750_epoch299,sinkhorn 2025-11-03 16:02:07.335521 750,299,Layer_4,0.07180746544694716,0.20006165500116657,0.10086013992752733,-0.04522201093632468
sinkhorn 2025-11-03 16:02:07.335521 750_epoch299,sinkhorn 2025-11-03 16:02:07.335521 750,299,Layer_5,0.10403481767525377,0.2462500550187656,0.13586679250460185,0.03257650217044762
sinkhorn 2025-11-03 16:02:07.335521 750_epoch349,sinkhorn 2025-11-03 16:02:07.335521 750,349,Layer_1,0.0954132883516196,0.2422409654546962,0.0794084054648773,0.09877370651289878
sinkhorn 2025-11-03 16:02:07.335521 750_epoch349,sinkhorn 2025-11-03 16:02:07.335521 750,349,Layer_2,0.03768795453812989,0.1513601689787895,0.038085982822810456,0.019023579562976036
sinkhorn 2025-11-03 16:02:07.335521 750_epoch349,sinkhorn 2025-11-03 16:02:07.335521 750,349,Layer_3,0.10087539303819593,0.24545692544227105,0.11288919717353398,0.26213832461507414
sinkhorn 2025-11-03 16:02:07.335521 750_epoch349,sinkhorn 2025-11-03 16:02:07.335521 750,349,Layer_4,0.06496803365325209,0.18793580936280485,0.11252670031759136,0.16415470453361292
sinkhorn 2025-11-03 16:02:07.335521 750_epoch349,sinkhorn 2025-11-03 16:02:07.335521 750,349,Layer_5,0.09325672593473817,0.2318092769795553,0.15135746842835585,0.3020424740176659
sinkhorn 2025-11-03 16:02:07.335521 750_epoch399,sinkhorn 2025-11-03 16:02:07.335521 750,399,Layer_1,0.07480790564057435,0.21373927857065106,0.09653206944054027,0.4096540156101446
sinkhorn 2025-11-03 16:02:07.335521 750_epoch399,sinkhorn 2025-11-03 16:02:07.335521 750,399,Layer_2,0.0399769090044725,0.15393636546919193,0.02882677434114497,0.12808030363435605
sinkhorn 2025-11-03 16:02:07.335521 750_epoch399,sinkhorn 2025-11-03 16:02:07.335521 750,399,Layer_3,0.0907855583105488,0.2304089556260148,0.10795072998264721,0.34956969111046354
sinkhorn 2025-11-03 16:02:07.335521 750_epoch399,sinkhorn 2025-11-03 16:02:07.335521 750,399,Layer_4,0.05994597381040348,0.1846512518039449,0.13366784400007056,0.39577636210327977
sinkhorn 2025-11-03 16:02:07.335521 750_epoch399,sinkhorn 2025-11-03 16:02:07.335521 750,399,Layer_5,0.08788826121017514,0.22774603672974914,0.1739245174151679,0.46135039124113647
sinkhorn 2025-11-03 16:02:07.335521 750_epoch449,sinkhorn 2025-11-03 16:02:07.335521 750,449,Layer_1,0.12921194776917455,0.28299508037734894,0.05328382099762492,0.09775211950136224
sinkhorn 2025-11-03 16:02:07.335521 750_epoch449,sinkhorn 2025-11-03 16:02:07.335521 750,449,Layer_2,0.03204749284021182,0.13982657037292476,0.011825208242896883,0.10310936091240316
sinkhorn 2025-11-03 16:02:07.335521 750_epoch449,sinkhorn 2025-11-03 16:02:07.335521 750,449,Layer_3,0.13849894003498484,0.2868348032976013,0.04847440067896425,0.11585969697555398
sinkhorn 2025-11-03 16:02:07.335521 750_epoch449,sinkhorn 2025-11-03 16:02:07.335521 750,449,Layer_4,0.11301930987055574,0.26101023613720453,0.0483106879050309,0.08133469799013698
sinkhorn 2025-11-03 16:02:07.335521 750_epoch449,sinkhorn 2025-11-03 16:02:07.335521 750,449,Layer_5,0.17171790536574597,0.3270795497794052,0.0761399835261421,-0.007916839995206143
sinkhorn 2025-11-20 09:29:48.453823 750_epoch49,sinkhorn 2025-11-20 09:29:48.453823 750,49,Layer_1,0.036626542946831826,0.1495524536186067,0.06974670864670977,0.5861617281918154
sinkhorn 2025-11-20 09:29:48.453823 750_epoch49,sinkhorn 2025-11-20 09:29:48.453823 750,49,Layer_2,0.034687486525538255,0.14526385973922432,0.029296218101490818,0.5247105501269467
sinkhorn 2025-11-20 09:29:48.453823 750_epoch49,sinkhorn 2025-11-20 09:29:48.453823 750,49,Layer_3,0.021640891648598608,0.11600517063561758,0.04492020494634375,0.718265947128759
sinkhorn 2025-11-20 09:29:48.453823 750_epoch49,sinkhorn 2025-11-20 09:29:48.453823 750,49,Layer_4,0.01575372699424833,0.10163515339130394,0.04473185279439039,0.702471742750261
sinkhorn 2025-11-20 09:29:48.453823 750_epoch49,sinkhorn 2025-11-20 09:29:48.453823 750,49,Layer_5,0.014989355583927473,0.09915065898793296,0.04255492432345347,0.7765579844010962
sinkhorn 2025-11-20 09:29:48.453823 750_epoch99,sinkhorn 2025-11-20 09:29:48.453823 750,99,Layer_1,0.045405954095309106,0.17312850047509393,0.1586840385566255,0.3904086836688784
sinkhorn 2025-11-20 09:29:48.453823 750_epoch99,sinkhorn 2025-11-20 09:29:48.453823 750,99,Layer_2,0.03332622148291548,0.13986388135531663,0.12823519049778803,0.07718416147754782
sinkhorn 2025-11-20 09:29:48.453823 750_epoch99,sinkhorn 2025-11-20 09:29:48.453823 750,99,Layer_3,0.05310971617600015,0.1775984596595143,0.160601059564267,0.6351376914906378
sinkhorn 2025-11-20 09:29:48.453823 750_epoch99,sinkhorn 2025-11-20 09:29:48.453823 750,99,Layer_4,0.006663059274381303,0.06432036009319525,0.048393794798034545,0.46201032385680474
sinkhorn 2025-11-20 09:29:48.453823 750_epoch99,sinkhorn 2025-11-20 09:29:48.453823 750,99,Layer_5,0.0065535538163075,0.06500805693332773,0.04985415640727636,0.6968854879031464
sinkhorn 2025-11-20 09:29:48.453823 750_epoch149,sinkhorn 2025-11-20 09:29:48.453823 750,149,Layer_1,0.08280022981022583,0.23336781066216053,0.06218034604356492,-0.13892207263718806
sinkhorn 2025-11-20 09:29:48.453823 750_epoch149,sinkhorn 2025-11-20 09:29:48.453823 750,149,Layer_2,0.055547638961853704,0.18929427608285576,0.03070763855274528,-0.10951615680566935
sinkhorn 2025-11-20 09:29:48.453823 750_epoch149,sinkhorn 2025-11-20 09:29:48.453823 750,149,Layer_3,0.07776084309132034,0.22501782833975206,0.047355530425704256,0.05967768915115028
sinkhorn 2025-11-20 09:29:48.453823 750_epoch149,sinkhorn 2025-11-20 09:29:48.453823 750,149,Layer_4,0.061312161622390525,0.19927033142354625,0.007906003831115435,-0.04568333497041675
sinkhorn 2025-11-20 09:29:48.453823 750_epoch149,sinkhorn 2025-11-20 09:29:48.453823 750,149,Layer_5,0.05896417995334324,0.19631536895520393,0.03947192617215161,0.1541989690657508
sinkhorn 2025-11-20 09:29:48.453823 750_epoch199,sinkhorn 2025-11-20 09:29:48.453823 750,199,Layer_1,0.0467466506672202,0.17001634302592533,0.15434767441537764,0.4311425944126627
sinkhorn 2025-11-20 09:29:48.453823 750_epoch199,sinkhorn 2025-11-20 09:29:48.453823 750,199,Layer_2,0.03573481153794999,0.14549206518276644,0.13174609043434604,0.08042704113964219
sinkhorn 2025-11-20 09:29:48.453823 750_epoch199,sinkhorn 2025-11-20 09:29:48.453823 750,199,Layer_3,0.05758997392440423,0.18937914390011298,0.1729031815252998,0.6776700878858981
sinkhorn 2025-11-20 09:29:48.453823 750_epoch199,sinkhorn 2025-11-20 09:29:48.453823 750,199,Layer_4,0.005899223288728764,0.061101734147297776,0.04239406194167292,0.3912176540363999
sinkhorn 2025-11-20 09:29:48.453823 750_epoch199,sinkhorn 2025-11-20 09:29:48.453823 750,199,Layer_5,0.006966196150442921,0.06316884748729043,0.04464796813221655,0.6427231850536705
sinkhorn 2025-11-20 09:29:48.453823 750_epoch249,sinkhorn 2025-11-20 09:29:48.453823 750,249,Layer_1,0.03567429452435797,0.1550811502024848,0.14152843618641645,0.3637414061317652
sinkhorn 2025-11-20 09:29:48.453823 750_epoch249,sinkhorn 2025-11-20 09:29:48.453823 750,249,Layer_2,0.030661365630892456,0.13569794181631611,0.12540806636441493,0.02082964406155117
sinkhorn 2025-11-20 09:29:48.453823 750_epoch249,sinkhorn 2025-11-20 09:29:48.453823 750,249,Layer_3,0.05663256816765039,0.18467391408555076,0.16941424195251278,0.661192657657448
sinkhorn 2025-11-20 09:29:48.453823 750_epoch249,sinkhorn 2025-11-20 09:29:48.453823 750,249,Layer_4,0.007148218590729461,0.06775345372635441,0.05550800433677452,0.4336759042204983
sinkhorn 2025-11-20 09:29:48.453823 750_epoch249,sinkhorn 2025-11-20 09:29:48.453823 750,249,Layer_5,0.00582860358630099,0.06439426942344065,0.05073015407973478,0.6850945323039248
sinkhorn 2025-11-20 09:29:48.453823 750_epoch299,sinkhorn 2025-11-20 09:29:48.453823 750,299,Layer_1,0.03670479580064226,0.15911581456033422,0.14511147019211348,0.3661275483364623
sinkhorn 2025-11-20 09:29:48.453823 750_epoch299,sinkhorn 2025-11-20 09:29:48.453823 750,299,Layer_2,0.029802249077354383,0.13414229463657973,0.12518731854419232,0.031608377355374126
sinkhorn 2025-11-20 09:29:48.453823 750_epoch299,sinkhorn 2025-11-20 09:29:48.453823 750,299,Layer_3,0.05677661753083563,0.18911233138357822,0.17557522990276334,0.6776942372838296
sinkhorn 2025-11-20 09:29:48.453823 750_epoch299,sinkhorn 2025-11-20 09:29:48.453823 750,299,Layer_4,0.00850317431825919,0.07442999457932863,0.06250241566989559,0.3874523188468004
sinkhorn 2025-11-20 09:29:48.453823 750_epoch299,sinkhorn 2025-11-20 09:29:48.453823 750,299,Layer_5,0.007329964711286685,0.0704738204719791,0.05659790376048458,0.6408589732662104
sinkhorn_epoch0,sinkhorn,0,Layer_1,0.06663282427228068,0.19166614100657575,0.16722032024897782,0.5897273359409746
sinkhorn_epoch0,sinkhorn,0,Layer_2,0.04394619956791203,0.1564007797344303,0.11948270807708804,0.3610289627168688
sinkhorn_epoch0,sinkhorn,0,Layer_3,0.03779788032139953,0.154084344232507,0.1278936793670492,0.7064572854138524
sinkhorn_epoch0,sinkhorn,0,Layer_4,0.011281566548478708,0.07962382016552794,0.043636436110296474,0.5642711928030383
sinkhorn_epoch0,sinkhorn,0,Layer_5,0.01078129490095624,0.08006740584648743,0.05514350361311743,0.7804222498515099
sinkhorn_epoch0,sinkhorn,0,Layer_1,0.021700212521841258,0.11612574336871839,0.03491620992128792,0.9686396352547622
sinkhorn_epoch0,sinkhorn,0,Layer_2,0.0264645951936045,0.12048666215304593,0.020241593854346422,0.9597230934055345
sinkhorn_epoch0,sinkhorn,0,Layer_3,0.01650239082924355,0.09651576038807459,0.06314419183654332,0.9775200790477729
sinkhorn_epoch0,sinkhorn,0,Layer_4,0.020827506761867013,0.08607238802083929,0.02298981458716471,0.962661778884219
sinkhorn_epoch0,sinkhorn,0,Layer_5,0.09398146095228217,0.1818260250843639,0.03307283095504955,0.873912896164403
