param,osc_ratio,osc_power,traj_std,mag_z,traj_z,sw_score,abs_corr_accuracy
weight 661,0.01616436267190863,0.08904745513333531,0.067695527866193,1.3214159701524912,1.7968665757704654,2.3744081894563145,0.004645895054862194
weight 662,0.02629151840645156,0.287678526011838,0.12251091305333847,2.9308018148092043,4.3256624047427845,12.6776592260721,0.016921731921389037
weight 663,0.2604100167700426,0.14430893558528346,0.08754759634509673,-0.17436314497784297,2.7127012049449264,0.4729951134793815,0.05867340689232275
weight 664,0.22574320749493032,0.038603617360369324,0.04270679256439487,-0.43468305543636027,0.6440623149459115,0.27996297495210415,0.036348013563291266
weight 665,0.18129317891629676,0.26886138055791053,0.1168338002169804,0.6569632944372765,4.063760400183777,2.6697414203084793,0.03391078883313284
weight 666,0.08424708630539314,0.20458461908649828,0.10328707530059764,1.096556145042775,3.4388099168873913,3.7708481459969034,0.011192240951656
weight 667,0.03612392475117636,0.037337638038142905,0.04073999983257299,0.10253245154244088,0.5533283496603663,0.056734112198610284,0.02978236973328206
weight 668,0.21616227279707273,0.13661692800745798,0.08513778181812091,0.052841318172009794,2.60152933406218,0.1374682392749964,0.04432034156381508
weight 669,0.022323244344554488,0.0728586717380229,0.06171859480482292,0.85989263698024,1.5211329775473186,1.308011047260768,0.04737524474387213
weight 670,0.008573374624989649,0.011104788400493197,0.023546107024597272,-0.000243387276625584,-0.2398767745608975,5.8382954886106015e-05,0.05528560252587578
weight 671,0.08063391024703472,0.02316346113076536,0.03587247757497222,-0.34309829622131044,0.32877515277181696,0.11280219475591145,0.02015679558004552
weight 672,0.00040256259685864787,0.001770790321060201,0.009581356476549773,0.9040278301604696,-0.8841120165094073,0.7992618679037967,0.017656637624438445
weight 673,0.007515199961565353,0.016511731387288602,0.02967777518876579,-0.07313413108442061,0.042995211565871376,0.0031444174386608347,0.03593664832457432
weight 674,0.002916885335857804,0.0078552001775087,0.019991435166660538,0.17139796977590124,-0.4038642999066772,0.06922152106897017,0.041814918143811636
weight 675,0.08344079049550455,0.12662491409196877,0.08161598728752278,0.3456026299855811,2.4390585370574995,0.8429450450958558,0.019033773947169888
weight 676,0.9995393034222932,0.031409326950594396,0.04076264339215504,-0.8129672402323151,0.5543729640296474,0.450687058626591,0.006616223076116703
weight 677,0.22972807007430235,0.036994032936743235,0.04381615901996028,-0.6223762782958809,0.6952406703667081,0.43270130094276515,0.03384385919187271
weight 678,0.0006951427689466265,0.006628364327644368,0.017777619759005978,1.595188753632985,-0.5059941517699519,0.8071561803074889,0.03302019070719059
weight 679,0.003994101317517078,0.02564684579857728,0.03708985441346404,1.59949443970965,0.3849363465854753,0.6157035460056145,0.0472834898111622
weight 680,0.05265363444250073,0.013162061714390404,0.02483171349637104,-0.7762065119543606,-0.18056794598253498,0.14015801552186688,0.027019382597893462
weight 681,0.26886900562546684,0.02066711240687718,0.03258323230749176,-0.6423463243123155,0.17703254101284466,0.11371620200327001,0.033138072634260426
weight 682,0.015583549027665514,0.02500512863707911,0.03689885423553047,-0.388092980307845,0.37612494351602027,0.14597145029725217,0.052591076596032814
weight 683,0.011389747547400195,0.003510379964611297,0.01355755787371495,-0.6952518525419146,-0.7006780868931803,0.4871477379480082,0.07603819926641445
weight 684,0.036611651832871954,0.04440149998036567,0.048020743785395205,0.10168442600258364,0.8892106001791469,0.09041886947462945,0.03452180546740104
weight 685,0.028708336805023202,0.010272580936264642,0.023184439154531007,-0.5038641358325061,-0.2565615829987911,0.1292721803055057,0.03794967070953954
weight 686,0.012980657505957588,0.013700443633515594,0.026988259008508167,0.06590660301130967,-0.08108012376870496,0.0053437155293318914,0.027046295354078858
weight 687,0.747162268256466,0.01954265829297623,0.031029678856268943,-0.870939102226757,0.10536252584967308,0.09176434367185775,0.033968467001119586
weight 688,0.0191086750796279,0.008945167487969561,0.020094527114842657,-0.4288077312946576,-0.399108363454283,0.17114075187355474,0.067664114948345
weight 689,0.010522265693677153,0.034110530854808675,0.041999311228431827,0.8447442420493083,0.6114241086220661,0.5164969952086211,0.030258146473546542
weight 690,0.02145698905932545,0.027060018544940116,0.03775355213707421,0.1237474952428706,0.41555468538641116,0.051423851453007506,0.025581925296789522
weight 691,0.018472691380171432,0.003375578056770869,0.013103296018308064,-0.6707709433064803,-0.7216345297110546,0.4840514742168124,0.006053541105078792
weight 692,0.002310584999595358,0.002528618921228102,0.01168288782780099,-0.18284275361215452,-0.7871621602353901,0.14392689691673072,0.011309351184541587
weight 693,0.02453168205599917,0.01067907228654218,0.022662839254906076,-0.4549615844866584,-0.28062452894107787,0.1276733803328549,0.039198878359599565
weight 694,0.03168085522415791,0.009302605694532904,0.021786455189541826,-0.8313092982880077,-0.32105471768288074,0.26689577206901,0.03627045580624896
weight 695,0.00905092423901202,0.019397408528053505,0.03142366594025685,0.44223914725089764,0.1235383152061843,0.054633479169595545,0.04163254269924218
weight 696,0.04460321982860846,0.01333837084041157,0.0265088659047639,-0.5220544982705857,-0.10319594539520131,0.05387390749685058,0.02186564209503257
weight 697,0.7121413842991728,0.05329118945280137,0.05229840255885946,-0.9273705246227147,1.0865516500900756,1.0076359737737097,0.02261422891367296
weight 698,0.058467856880799265,0.055161303656001894,0.05313862687998871,0.10821733300761316,1.1253136828919723,0.12177844555954416,0.033219272016495306
weight 699,0.0012867242694536388,0.0007300373089653021,0.005234932495112094,-0.4902339906062266,-1.0846254088294591,0.5317202424833757,0.03880119554856729
weight 700,0.038705782911870726,0.0018921002854112657,0.010204277971296204,-1.1098162668071974,-0.8553748057370312,0.9493088736240036,0.05720847660485233
weight 701,0.1474572800339539,0.01477642490869545,0.02778887877053329,-0.6685157351246342,-0.04414516640427653,0.029511738370954232,0.04421111902817325
weight 702,0.0021105007593568417,0.0010066503961860878,0.006837004537316194,-0.5614487918231533,-1.010717087576087,0.5674658876946103,0.04312373881535568
weight 703,0.32211101012666454,0.030955335268015194,0.039414075824798236,-0.6576292814876148,0.4921595539117348,0.3236585338162392,0.005332964659135634
weight 704,0.06407771664206698,0.008586250202431076,0.020615375344874287,-1.0395897919373946,-0.37508009425331296,0.38992943714466,0.0326137067942915
weight 705,0.0035806756767577225,0.0034078914583901983,0.013508629829201367,-0.309393881857751,-0.7029352822857384,0.21748387568115862,0.03738160905777324
weight 706,0.0024563777652458615,0.0006978981668097002,0.006191525663080189,-0.6898244420494273,-1.0404949369752103,0.7177588393541785,0.03751975412797612
weight 707,0.08115243370904662,0.001438050006225807,0.007741324137521788,-1.0263917616733331,-0.9689981499958745,0.9945717182324664,0.05271469128517237
weight 708,0.00041507193150889886,0.0005483096060827007,0.0050991667999142,-0.06858567322282319,-1.0908886818605947,0.07481933465656708,0.05756678976252868
weight 709,0.4504613284868532,0.09422491691274103,0.07070326547425472,-0.9378327832198774,1.9356224066734526,1.8152901489133215,0.00882133829524815
weight 710,0.008985431994576697,0.007442578090556298,0.019611615757414234,-0.42739108237575585,-0.421386492528066,0.18009682914009348,0.01415583983043605
weight 711,0.7098411741133304,0.057217125960182746,0.05413455772044473,-0.5875825012482572,1.1712589179147974,0.6882112445977038,0.01701782721822821
weight 712,0.057239400098042195,0.03517844432957947,0.04275042288466227,-0.1406388573124413,0.646075110651574,0.09086326530004643,0.027530095757654423
weight 713,0.01535361702075379,0.04357159023412718,0.04795971917418882,0.7520249995234671,0.8863953543908248,0.6665914659633635,0.031527958902058555
weight 714,0.0004425465407152514,0.0008060153565995976,0.006520812407488465,0.06739945251952405,-1.025303965627429,0.06910492594938561,0.012073547544585216
weight 715,0.04595067220059019,0.0009412631920312081,0.0066553763988406655,-1.0387759861066268,-1.019096130748598,1.0586125881558228,0.002089660422565735
weight 716,0.09294021230158224,0.06416986669131311,0.05693656175595444,-0.0857021718004054,1.300523650682236,0.11145770134125942,0.014668551244528346
weight 717,0.018273773707917447,0.0051674886578472684,0.016812534135489065,-0.7276297534058748,-0.5505164057141425,0.40057211653567004,0.03780865450281954
weight 718,0.00036854585629797314,0.0004443385640951997,0.004674079010709545,-0.19144454189507043,-1.1104992387255657,0.21259901803264036,0.03235056275310789
weight 719,0.02410755108103959,0.06772604924353925,0.05813873761416642,0.9149553239296963,1.355983578320409,1.2406643941454985,0.007511635012115618
weight 720,0.02182327742951364,0.03023138665837081,0.03897051716178812,0.17381739728332604,0.4716968810126022,0.08198912416427324,0.025292287168400047
weight 721,0.03406997600962861,0.004918356784679661,0.016482441045541713,-0.9623551794428264,-0.5657445761663169,0.5444472231153417,0.008409114173219013
weight 722,0.02260984485415684,0.022208522623790385,0.03453883188370381,-0.4801121299193772,0.2672501329276193,0.12831003054111598,0.02250641795493495
weight 723,0.020489117977141674,0.0108207999509938,0.02437047926919963,-0.38198482103213177,-0.201846044929906,0.07710212534859377,0.04623181826614467
weight 724,0.0034392847016441676,0.022328781973770907,0.03383871639195984,1.478014472442155,0.23495173478124917,0.34726206433207707,0.04079048395127746
weight 725,0.003372389795559139,0.02329354028390123,0.033627646286230516,1.5814228467086164,0.22521444658803907,0.3561592712431624,0.051077379143386496
weight 726,0.0007362816022006803,0.003944581991184011,0.01372435650963483,1.0875142630785284,-0.6929831725301344,0.7536290841999298,0.04833524839405024
weight 727,0.03251381546482406,0.013937007778657362,0.027801612076314656,-0.5884002464613428,-0.04355774135127335,0.02562938574638866,0.04076544996138146
weight 728,0.003296345482959727,0.002205228020901302,0.010711022832474059,-0.4397761476025889,-0.8319971666504008,0.3658925087657824,0.029701053809891055
weight 729,0.004922057114514545,0.03290793189379347,0.041732506867699824,1.550273503957068,0.5991156344178397,0.9287930938444061,0.05326636499005322
weight 730,0.026154912471919516,0.02819251643016281,0.03873310707933133,0.07088433595205126,0.4607444517954579,0.03265956450911293,0.034185351734104946
weight 731,0.12350164644449908,0.05177810005960925,0.0522553936901349,-0.2501864943359021,1.0845675237819565,0.2713441466455779,0.023185414817117684
weight 732,0.4359787047635135,0.02905804295468611,0.03809576413784192,-1.1353516722533454,0.43134193703503415,0.48972478952572324,0.031128193404976717
weight 733,0.000917347722297609,0.005715008716072696,0.017435085374385904,1.386747686056582,-0.5217962759390979,0.7235997782514858,0.07406161642722241
weight 734,0.0010498381035923296,0.004262548646244794,0.01449242060735657,0.6691462164341276,-0.6575501042397085,0.4399971643678672,0.02807847950712046
weight 735,0.0002255719496574651,0.0006659382079754997,0.006026555610497091,0.4818277640655625,-1.0481054933811025,0.5050063263806498,0.02093143403813924
weight 736,0.19855931677487726,0.0006700084376795553,0.006037658885952276,-1.176507469428855,-1.047593266447676,1.2325013028990635,0.03034763111390697
weight 737,0.35232413681751157,0.0003833529957786389,0.0038275944230284037,-1.1899063705612065,-1.1495500761375301,1.367856958875167,0.04261354809138023
weight 738,0.017294749616095652,0.003930716746225443,0.01422816174699869,-0.8535824189212877,-0.6697411469836477,0.5716792682934198,0.05881561663067693
weight 739,0.2134390668439983,0.056664090010753246,0.053747913152667456,-1.0835713786056036,1.1534218605457423,1.2498149155453901,0.026372324608233664
weight 740,0.010443656694471271,0.0014983503100176182,0.008739425852251704,-0.7913162539011763,-0.9229527661226801,0.7303475254159277,0.011585037864536133
weight 741,0.35830697069350875,0.02868263400039289,0.038742611780093014,-1.2096450554781784,0.46118293175066977,0.5578676530631279,0.002517109033952315
weight 742,0.9903622968817049,0.02999752560417633,0.03892390187914824,-0.9727782206070636,0.469546380165009,0.4567644921894053,0.022115703103420703
weight 743,0.5416594330799636,0.042935541963886686,0.04810038658338562,-0.7973532926268646,0.8928847579849936,0.7119446017156758,0.06686994776650229
weight 744,0.012372905772967806,0.09392699355808617,0.0674736439092531,1.742952808895974,1.7866304126401722,3.114012496170161,0.03359252364246334
weight 745,0.17654884806298551,0.008885449491677749,0.022155189893484875,-1.1734815005176578,-0.3040438952988908,0.356789886478576,0.025118000376451857
weight 746,0.13369682957372225,0.029530522556918487,0.03960585524534259,-0.773036308733254,0.5010069057473472,0.3872965290687986,0.02375531404362023
weight 747,0.7848291444927248,0.018894445757637903,0.03133206203941332,-0.9937332650745148,0.11931235635211739,0.11856465744152363,0.021617839770743184
weight 748,0.0110286978264742,0.0026055369397172054,0.011874637173897508,-0.8560834857174937,-0.7783161958229983,0.6663036419105318,0.06345093298961588
weight 749,0.04737941821973496,0.17289012487812253,0.09377222234684665,1.0115600321527147,2.9998616110315948,3.0345401077088145,0.03829261203149279
weight 750,0.015617933726814824,0.007821332561277499,0.020844679204810476,-0.6356459994384522,-0.3645016290542785,0.23169400229715084,0.03575876192849365
weight 751,0.33250940653721134,0.0978005659371864,0.07161695914807853,-0.29624216579446233,1.9777737979924335,0.5858999933688179,0.033713206080271556
weight 752,0.025368235183923095,0.03180167081100421,0.040852299781081285,-0.4871014173057679,0.5585090783994243,0.2720505636664978,0.053917568193713135
weight 753,0.1275521685455423,0.02945642563771097,0.040306033984255155,-1.070317079850823,0.5333082216726508,0.570808898481107,0.046002177088463596
weight 754,0.08226746667757617,0.09854846973756048,0.07127964461629906,0.1736901023173833,1.9622124810719477,0.34081688660583315,0.05622110946509937
weight 755,0.025960344372896196,0.06603046808999585,0.059438368663112556,0.8745917071399316,1.4159394021198304,1.2383688589066766,0.0466188441407712
weight 756,0.01708632118503503,0.015039366720487201,0.028696181681213073,-0.452152628503774,-0.002288599889087139,0.0010347964554441955,0.05416604113502019
weight 757,0.008734756161802044,0.006900480101532072,0.018507977505724037,-0.4112658970202491,-0.4723005889635855,0.19424112538330096,0.054693237746381525
weight 758,0.0036814441631987486,0.004571158665809802,0.015647554483137472,0.0016954355880206304,-0.6042603623724127,0.0010244845227964307,0.05476053955235058
weight 759,0.08779444751735953,0.022860730070070858,0.034584320293330334,-0.40391406886711373,0.26934864779050693,0.10879370827291877,0.015515033784229353
weight 760,0.25361063769380265,0.015280712926115967,0.02876372628638403,-0.8031555912038093,0.0008274325029639005,0.0006645570410992192,0.046290161537776715
weight 761,0.16936046326150123,0.0008470740392476405,0.006853447389640845,-1.2238930046258871,-1.0099585301704783,1.2360811800378915,0.009867161251706455
weight 762,0.20556432002035735,0.08228986747290079,0.06485823838848216,-0.1698472017195558,1.6659740212015928,0.28296102563856645,0.0013489403265654113
weight 763,0.027171527782000757,0.019196757180357495,0.03218675315946329,-0.11626995588768635,0.15874178537214523,0.0184569003827519,0.02912508190394464
weight 764,0.016169728001472598,0.003904412980644377,0.014366982538739193,-0.6041365265869507,-0.6633369333138998,0.40074607084909913,0.0022442512572358724
weight 765,0.016856595394512203,0.0009896270478739681,0.007294974587894663,-0.9935339558479317,-0.9895895747483806,0.9831908448656311,0.02644496780427794
weight 766,0.10261630761137079,0.01270468568117212,0.024737397014660274,-0.703550037921301,-0.18491904421415808,0.13009980056924167,0.012913897865643792
weight 767,0.047450565942761806,0.006540990559135356,0.017689476921575135,-1.0541418114228036,-0.5100604415330888,0.5376760377728053,0.001968796542196088
weight 768,0.17821120452443148,0.000992004033593679,0.0073755305038066335,-1.0916771633766509,-0.9858732921123697,1.076255358982032,0.05530430851344513
weight 769,0.008664511093046104,0.0074935995726577095,0.020084460292359153,-0.5341860671851023,-0.3995727757469337,0.21344620963048933,0.04036739319418017
weight 770,0.003493888786525532,0.0024030227986452,0.011552631175528323,-0.38380446288247516,-0.793171284824015,0.3044226789456838,0.04557252227010675
weight 771,0.007345847879006711,0.011001781442271298,0.023372862939553603,0.22363406171716924,-0.2478690365537092,0.05543195941842748,0.0011751945417555895
weight 772,0.003599787538279431,0.001691561732857347,0.009629976761551936,-0.650004401222776,-0.8818690189732747,0.5732187436346403,0.026688497443698448
weight 773,0.06910930512985607,0.011648185724322815,0.022688037267649678,-0.6538195460057421,-0.27946207009294854,0.18271776379399648,0.019746879908561575
weight 774,0.6436454145302306,0.016256179471497646,0.029341143402515132,-0.8725559070454566,0.02746539171577215,0.023965089780914335,0.04175518981512755
weight 775,0.021597228556890433,0.003098508283361089,0.012877478060606714,-0.9780364434485116,-0.7320521799308352,0.7159737104782838,0.030854576193149907
weight 776,0.9364145826059506,0.029406993828804778,0.03861455765150608,-0.9225309287688027,0.4552754160933819,0.4200056524542307,0.012461752424513552
weight 777,0.0023513486957308215,0.0036009744016070946,0.013947886070893102,-0.1443229441373997,-0.6826710928059462,0.09852510199125018,0.057772842088279826
weight 778,0.004136864138967283,0.001475432564586467,0.008361348171714316,-0.6831976366330305,-0.9403946076477613,0.6424753734473965,0.011071450261576033
weight 779,0.06350504184609551,0.059733212803607286,0.05598123613802414,0.05044323388520283,1.2564516546598659,0.06337948468145771,0.032262432422516744
weight 780,0.021481606315987452,0.012172373558987194,0.025560811325980808,-0.30412757446303873,-0.14693250687843618,0.04468622692671255,0.03401357448911793
weight 781,0.03404830615319696,0.0031042868457855843,0.013055229805243361,-1.0094128533727962,-0.723851966270107,0.7306654786922177,0.009201248671092534
weight 782,0.12177604965007392,0.016856859932873357,0.0295652188288715,-0.5986607616464306,0.03780265381126969,0.022630965522911054,0.02481449618635493
weight 783,0.0884015783562455,0.02802206939875674,0.03859244244332208,-0.4741061006001733,0.45425517613663213,0.21536515023558356,0.024488366594844137
weight 784,0.003804227791405882,0.001532259121244154,0.00861230391788691,-0.5917440764881904,-0.9288172769036417,0.5496221217476213,0.026339626984756993
weight 785,0.012931253187242505,0.002634587507470753,0.010702936661492492,-0.6571681385694216,-0.8323702056317147,0.5470071786356406,0.02151563776243874
weight 786,0.12114119066317036,0.018610413059137052,0.03081056749979359,-0.7036286844554558,0.09525427097846079,0.06702363737733787,0.009818725792546067
weight 787,0.9199866448055636,0.0019492638384260603,0.010303054306824688,-1.1527868315823915,-0.8508179612592844,0.9808117418134804,0.02398113399050101
weight 788,0.9999308699881636,0.026845888572330872,0.035166805064799835,-0.9267330737669347,0.29622039293109187,0.27451723525347993,0.06422560386131444
weight 789,0.005783090151251348,0.005431189721789808,0.0167555180332109,-0.4795681423790071,-0.553146727130895,0.26527154839319084,0.028914210040989586
weight 790,0.0362150768691234,0.04810260683177616,0.04977648575243756,0.30313179643626975,0.9702081695266946,0.2941009453457719,0.02324156455634511
weight 791,0.019540160210523877,0.007989393726126831,0.020600546686517632,-0.6990381281201333,-0.37576418411738194,0.26267349188000383,0.012426991347710189
weight 792,0.08366555916912917,0.034387191846427356,0.040513350914588506,-0.4367056636711998,0.5428723647852539,0.23707543635229797,0.03925001156826748
weight 793,0.078356388997376,0.0038677046043378554,0.013370246057531735,-0.9846556934824032,-0.7093193349271798,0.6984353216331992,0.06877937675285117
weight 794,0.015941085924971714,0.046663192271169635,0.04810056447159523,0.8025319966109514,0.892892964494187,0.7165751735553912,0.032837204644863914
weight 795,0.12331356876419979,0.10144121036679642,0.0718379125718492,0.17508558440592054,1.987967032875684,0.34806436973074295,0.04184702395786057
weight 796,0.016259738837362953,0.022349997637345197,0.03357379935116154,0.17660248178529905,0.22273032822709934,0.03933472873375999,0.02421562336399512
weight 797,0.032953740260526124,0.020301098838479997,0.03190585229498326,-0.28180344764825505,0.1457829977612101,0.04108215137760685,0.047703551491893786
weight 798,0.9988865621264392,0.04567420153533076,0.04822206212642675,-0.7669766920551768,0.8984980106271094,0.6891270320089375,0.045465598661802296
weight 799,0.29840070937246294,0.024089944711278993,0.035336204892198,-1.1761372792048037,0.30403530794976014,0.3575872598742255,0.037900908430478705
weight 800,0.10988800959809496,0.051480087050313275,0.05100568586372939,-0.17671783726240267,1.026914805880607,0.18147416354796095,0.0430433272188565
weight 801,0.051550977263024975,0.010528488897403548,0.023434654148899243,-0.5221452216573984,-0.2450184253260962,0.12793520000204123,0.035194643224695066
weight 802,0.1151875916012379,0.19697176911983486,0.10010485707354087,0.8876759833298087,3.2920047790235065,2.9222335793461207,0.06511258688518491
weight 803,0.07107430073616708,0.004472263254981589,0.01460032709404243,-0.8769748297848977,-0.6525720588876848,0.5722892702654075,0.028664332896602158
weight 804,0.020613609864250478,0.05099637069656308,0.052575369747851326,0.5872287014270964,1.0993289656173422,0.6455575209206649,0.03903077987549367
weight 805,0.2776870640706944,0.0710426147649661,0.06041244990329763,-1.161134823689561,1.4608766504644402,1.696274751969224,0.05647254158961572
weight 806,0.0057813704086084675,0.005170676401097798,0.01641067253865572,-0.48937732194397043,-0.5690554696361932,0.27848284176812865,0.05712366120652414
weight 807,0.2998545351443571,0.06703043859230996,0.05921882407497821,-0.3638601933616846,1.405811160990955,0.5115187208681832,0.07144928303560534
weight 808,0.014942746683065644,0.012902465660260399,0.025806197079165566,-0.16570502940745677,-0.13561213638346853,0.02247161304743069,0.05662262590422949
weight 809,0.010414530298722243,0.0038762609243679757,0.014585405871447441,-0.7828979056017452,-0.6532604190138164,0.5114362138584353,0.03448537464791615
weight 810,0.039535633157091965,0.0205563102264279,0.0333428896993659,-0.29515636619350943,0.212077783100641,0.06259610781036046,0.02926821860628949
weight 811,0.026584552073993947,0.03389750579102289,0.04239997556008628,0.2380153942343881,0.6299079391606385,0.14992778647069033,0.017601659728326224
weight 812,0.010392959761534674,0.007825188985988706,0.018552838167436282,-0.2444641593403348,-0.4702310339684768,0.1149546344148401,0.015293791472811704
weight 813,0.06813847986291134,0.06435658283731929,0.059496879671506325,0.04014098476624621,1.418638687976711,0.05694555396288067,0.04138259988281303
weight 814,0.051242957517627974,0.0039240014672043836,0.01189677932072568,-0.8960045217233595,-0.7772947131069249,0.6964595776554662,0.02859158467313396
weight 815,0.038760670299642204,0.07236843813669659,0.06107682560435059,0.4942182385934888,1.4915262663698534,0.7371394841812318,0.0180159129742979
weight 816,0.6869958871596737,0.048158414877136804,0.05028699793636406,-0.9560158724998566,0.9937596063531503,0.950049957122821,0.00048753468706559655
weight 817,0.009518556444002513,0.0012911660525295797,0.008404203003360125,-0.8615049988958544,-0.9384175875256323,0.8084514427051203,0.02844505908735937
weight 818,0.3725389835702846,0.03783873286793618,0.044793508921611894,-0.6829597449784327,0.7403287117314653,0.5056147081643332,0.04744958668041172
weight 819,0.007359080222820609,0.005548927582286906,0.013995549815379111,-0.2577637492324206,-0.6804722233126841,0.17540107152959844,0.012470804779602863
weight 820,0.031062700975907534,0.017247314856959794,0.029317491351607636,-0.36504541826860015,0.026374252659149357,0.009627800093480916,0.029105840121833034
weight 821,0.9900717723101834,0.011344916103059072,0.025103683040149243,-1.0384499228442103,-0.16802118660894386,0.17448158827025043,0.0033312314398253814
weight 822,0.31658458151447744,0.0012956568707871144,0.008342013005733489,-1.1460631761577265,-0.9412865960360188,1.0787739059277346,0.0082262145053091
weight 823,0.23198160908353804,0.010944126641187876,0.023384396844564382,-0.822545383843849,-0.24733694340534507,0.20344586105211393,0.03156429327680989
weight 824,0.40985808676744756,0.014386894800241757,0.027625392232491358,-1.116491644219606,-0.05168728389705866,0.057708420583472586,0.03665823696443877
weight 825,0.07636221640763614,0.05576744124963619,0.052783975342371066,0.002633243766674441,1.1089525586199418,0.0029201424125236343,0.011209511684985027
weight 826,0.046693051773112504,0.0009603579497627504,0.007208583203305513,-1.071450434263995,-0.993575064812207,1.0645664346669161,0.0010755372554402801
weight 827,0.42039071399775235,0.021699487615817678,0.033067346558544326,-1.1609595211764163,0.19936616312693098,0.2314560452826211,0.03601882071524105
weight 828,0.595271196078132,0.08019118275238575,0.06480341865123,-0.47902327288737157,1.6634450245989907,0.7968288799516228,0.036018269107284485
weight 829,0.30466753103031,0.014643765770729832,0.02851968782475622,-0.8940870420793309,-0.010430783448019666,0.009326028319609946,0.040052946831734756
weight 830,0.010199084273873876,0.0015350877359918648,0.007219697124245648,-0.8815069421497134,-0.993062346771077,0.8753913526661904,0.059363935802482684
weight 831,0.0020957856909929696,0.011151969581940596,0.024560509655783925,0.77279495181873,-0.1930793812034408,0.14921077109430322,0.05643738466687687
weight 832,0.0647973763406955,0.024547142110886867,0.03548047837321661,-0.44657640343447347,0.31069107030161797,0.1387473007545037,0.06255764902307746
weight 833,0.009726386638352938,0.004814758904161863,0.016005746025375345,-0.5019428050012862,-0.5877359272180883,0.29500981990787906,0.06276096920128067
weight 834,0.026507004862180543,0.004893515018920961,0.0163710824307959,-0.9378187778337862,-0.5708818783950238,0.5353837454838773,0.038255373965327556
weight 835,0.004696390854464354,0.004595122387616099,0.01588177802591884,-0.09208667580587862,-0.5934549376543257,0.0546492924491718,0.04540806746323936
weight 836,0.626248673542707,0.037459187666277795,0.044329628513425465,-1.0514179343386347,0.7189285366280911,0.7558943569186051,0.025177565285182314
weight 837,0.2389746713048709,0.04065913303139305,0.04600400884603175,-0.4575451137261598,0.7961726531612902,0.3642849071363409,0.04143149414962646
weight 838,0.37929678895190455,0.033372837537692546,0.041502965804755064,-1.0653401347865448,0.5885262263425188,0.6269806092971556,0.059065526095971974
weight 839,0.37140401370205434,0.004712241720546369,0.016136894350386007,-1.0908746406424026,-0.5816856671290387,0.6345461430962263,0.05298654263466354
weight 840,0.00019096239190968253,0.0003235245236670996,0.004239524269177758,0.07418459758639843,-1.1305465340988257,0.08386913968481886,0.04566543126438886
weight 841,0.021086305513589677,0.022382830801748046,0.03463115936447975,-0.026428167559659127,0.2715094726638739,0.007175497837595548,0.016411322811653063
weight 842,0.12451640492373307,0.0037380805219292823,0.013667421346564748,-1.187548160467034,-0.6956097599818494,0.8260700908693602,0.04607003272869507
weight 843,0.5410745194895784,0.1001772265316399,0.07025536912921838,-0.33800502766482865,1.9149596236742474,0.6472659805770439,0.053403108346269726
weight 844,0.11475611511337604,0.01337569504502192,0.025795606695405003,-0.8045204989818198,-0.13610070210620304,0.10949580477025847,0.043885603731161425
weight 845,0.049435149233044595,0.009585317948339863,0.020310755483687052,-0.8842768806086256,-0.38913310932859607,0.3441014120586262,0.041165478716244396
weight 846,0.0009475449233493775,0.00048274650287756423,0.005096107215153343,-0.5604787630249446,-1.0910298295539884,0.6114990492917356,0.022527151204837087
weight 847,0.024657615465882667,0.0068911641558349595,0.018994606405287814,-0.8991210141124163,-0.4498509586768891,0.4044704501650072,0.047759459580740404
weight 848,0.04651710020379807,0.015696302394878712,0.029040070349624532,-0.8762960565725056,0.013576001396496336,0.01189659648777257,0.0383433402695348
weight 849,0.10252046009719332,0.02953235519349083,0.037659706918606164,-1.0672613245055624,0.41122532792188243,0.43888488814814247,0.047742581801779274
weight 850,0.0006557661610252353,0.0018977297204009944,0.009635449227018714,0.3720298292730402,-0.8816165579570959,0.32798765754106374,0.03538620870046743
weight 851,0.07726608858691163,0.0035033533236380147,0.013040066221569781,-1.056791822148675,-0.7245515072295494,0.7657001075656844,0.041473276953641613
weight 852,0.20007114594105113,0.019476655983311678,0.03206614556793138,-0.6246164933062187,0.15317780049149515,0.09567738059535728,0.05680129947454038
weight 853,0.01726890257827705,0.08267987906011484,0.06602108850967561,1.348172019668365,1.7196197362896908,2.318343212935254,0.02885937691232668
weight 854,0.3210887363297357,0.002966735713042263,0.0117683122993891,-1.1912084563626302,-0.7832212767278374,0.9329798080413355,0.04130970723244889
weight 855,0.0009861893191734899,0.0004593931679566872,0.004395345244016523,-0.5515463841297842,-1.12335805170664,0.6195840715018764,0.05600243122250191
weight 856,0.019419137238391386,0.0018026347962598432,0.009275599746244008,-0.884610199390117,-0.8982174787192898,0.7945723429455591,0.045658013073124476
weight 857,0.01571620005580569,0.028539960743011204,0.038868250645936374,0.3784240935391816,0.46697902419473064,0.1767161139327025,0.04425400239430734
weight 858,0.013525732053921519,0.014367262856340499,0.027216394344240842,-0.025486537592189537,-0.0705555660469565,0.0017982170863939683,0.047506375281917215
weight 859,0.3037394166896492,0.001922948902508432,0.010186993306212923,-1.1877481064624305,-0.8561721984547611,1.0169169075204187,0.008764224254246727
weight 860,0.5351042774302436,0.16154070768958867,0.0918243033751669,-0.1899361112478377,2.909998348118412,0.5527137699792427,0.038433358242598
weight 861,0.0006196931860497589,0.0036122480419702105,0.013505353025231237,1.116386525256854,-0.703086450943657,0.7849162399241627,0.02224153665370942
