H0_n_features,H0_mean_persistence,H0_std_persistence,H0_max_persistence,H0_total_persistence,H1_n_features,H1_mean_persistence,H1_std_persistence,H1_max_persistence,H1_total_persistence,group,n_models
0,0.0,0.0,0.0,0.0,0,0,0,0,0,gelu,6078
1,0.43993811451683323,0.0,0.43993811451683323,0.43993811451683323,0,0,0,0,0,relu,6078
2,0.482048434769052,0.16240176134680714,0.6444501961158592,0.964096869538104,0,0,0,0,0,silu,6078
0,0.0,0.0,0.0,0.0,0,0,0,0,0,tanh,6078
1,0.4033419980110535,0.0,0.4033419980110535,0.4033419980110535,0,0,0,0,0,sigmoid,6078
2,0.5274100643626273,0.14428644483944386,0.6716965092020711,1.0548201287252545,0,0,0,0,0,leakyrelu,6078
